Ticker,Market Cap,Div,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Earnings,Price,Change,Volume
AI,290.38M,18.84%,-2.10%,-31.40%,-2.30%,-,-,0.28,14.26,-,-,-,Feb 19/b,7.92,-0.50%
AVH,171.59M,18.79%,-0.30%,-2.10%,4.10%,0.50,0.50,3.04,3.60,43.30%,4.70%,-0.50%,Feb 21/a,4.18,1.91%
SDT,28.00M,18.00%,18.30%,18.30%,19.00%,-,-,0.00,0.00,88.70%,62.60%,63.30%,Apr 04/a,0.99,-0.55%
MTR,23.38M,18.00%,66.50%,79.80%,94.50%,3.50,3.50,0.00,0.00,-,89.00%,93.50%,Apr 10,12.74,1.95%
WPG,1.06B,17.70%,1.80%,9.60%,6.70%,-,-,3.69,3.69,67.40%,34.80%,11.00%,Feb 20/a,5.57,-1.42%
CEFL,-,17.46%,-,-,-,-,-,-,-,-,-,-,-,14.32,1.20%
PRT,101.34M,17.41%,-,-,-,-,-,-,-,-,-,-,-,8.36,0.32%
MLPZ,-,17.34%,-,-,-,-,-,-,-,-,-,-,-,35.60,2.21%
WHLRP,-,17.31%,-,-,-,-,-,-,-,-,-,-,-,11.84,-8.90%
MLPQ,-,17.30%,-,-,-,-,-,-,-,-,-,-,-,30.31,1.65%
AMJL,-,17.28%,-,-,-,-,-,-,-,-,-,-,-,15.02,0.62%
CHKR,66.90M,17.24%,44.10%,44.10%,46.30%,-,-,0.00,0.00,93.50%,83.60%,83.60%,May 03/b,1.43,-1.08%
SDR,50.60M,16.67%,23.40%,23.40%,24.50%,-,-,0.00,0.00,93.90%,70.90%,70.50%,Apr 04,1.01,-0.58%
EDF,-,16.56%,-,-,-,-,-,-,-,-,-,-,-,13.21,1.29%
LBY,66.51M,16.55%,-1.10%,-12.80%,3.80%,2.00,0.80,7.88,7.97,19.30%,3.40%,-1.00%,Feb 20/a,2.96,4.23%
OXLC,357.76M,16.46%,-,-,-,-,-,-,-,-,-,-,May 13/b,9.87,0.30%
LBDC,-,16.40%,-,-,-,-,-,-,-,-,-,-,-,14.05,-0.23%
USOI,-,16.38%,-,-,-,-,-,-,-,-,-,-,-,23.50,0.01%
JP,124.41M,16.35%,11.40%,15.60%,22.00%,3.30,3.30,0.00,0.00,55.70%,24.50%,17.90%,Apr 08/b,3.71,1.09%
BDCL,-,16.26%,-,-,-,-,-,-,-,-,-,-,-,14.28,1.46%
PER,122.29M,16.17%,21.20%,21.20%,22.00%,-,-,0.00,0.00,94.90%,84.60%,84.80%,Mar 15/a,2.35,0.06%
MMLP,495.14M,16.06%,3.80%,21.40%,4.90%,1.90,1.10,2.54,2.54,31.10%,4.60%,4.40%,Feb 13/a,12.58,1.04%
JQC,1.05B,16.04%,-,-,-,-,-,-,-,-,-,-,-,7.84,1.36%
LKSD,220.91M,15.93%,-1.20%,-10.60%,1.20%,1.30,1.00,3.70,4.31,14.20%,1.10%,-0.60%,Apr 30/a,6.71,2.76%
LMLP,-,15.91%,-,-,-,-,-,-,-,-,-,-,-,14.43,1.12%
BCRH,62.21M,15.58%,-17.10%,-25.10%,-30.20%,-,-,0.04,0.04,-,-80.80%,-80.80%,May 02/a,6.74,0.00%
MVO,94.10M,15.38%,105.00%,105.00%,111.10%,-,-,0.00,0.00,-,94.90%,95.20%,Apr 03,8.28,1.16%
SACH,69.50M,15.08%,10.60%,14.70%,7.50%,-,-,0.00,0.49,88.30%,74.00%,74.90%,-,4.40,-2.44%
DVHL,-,15.02%,-,-,-,-,-,-,-,-,-,-,-,18.21,0.53%
CEN,-,15.01%,-,-,-,-,-,-,-,-,-,-,-,8.40,0.90%
GME,1.04B,14.96%,-12.90%,-29.30%,4.40%,1.10,0.30,0.30,0.52,32.40%,-5.60%,-6.40%,Apr 02/a,10.36,1.97%
VGR,1.52B,14.83%,3.70%,-9.90%,17.90%,1.80,1.60,-,-,30.90%,11.80%,2.70%,Mar 07/b,10.73,-0.56%
ORC,320.18M,14.59%,-1.20%,-11.30%,-1.30%,-,-,0.00,9.00,-,-,-,Feb 21/a,6.55,-0.46%
NEWM,655.94M,14.48%,1.30%,2.50%,4.40%,1.20,1.10,0.60,0.61,-,3.60%,1.20%,Feb 27/b,10.50,0.00%
SRLP,423.93M,14.45%,6.50%,47.20%,14.80%,1.30,0.80,3.70,4.83,8.60%,3.30%,1.90%,Mar 14/b,18.57,0.49%
ECC,385.27M,14.42%,-,-,-,-,-,-,-,-,-,-,Feb 21/b,17.00,2.16%
ZF,216.35M,14.33%,-,-,-,-,-,-,-,-,-,-,-,10.10,0.50%
EDI,-,14.29%,-,-,-,-,-,-,-,-,-,-,-,12.82,1.16%
CNSL,783.99M,14.21%,-1.40%,-10.70%,1.40%,0.70,0.70,5.62,5.70,56.30%,1.40%,-3.70%,Feb 21/b,11.05,1.24%
PVL,113.49M,14.11%,16.50%,16.50%,17.10%,-,-,0.00,0.00,-,89.80%,90.10%,-,3.37,1.20%
AMZA,-,14.09%,-,-,-,-,-,-,-,-,-,-,-,6.01,0.84%
TWO,3.65B,13.90%,-0.40%,-3.50%,-0.20%,-,-,0.44,7.50,20.30%,-,-14.30%,May 08/a,13.59,0.41%
VEON,3.83B,13.88%,3.50%,15.40%,1.40%,0.70,0.70,1.79,2.14,76.70%,5.80%,6.40%,Feb 25/b,2.12,1.44%
CLRO,17.70M,13.86%,-29.10%,-33.40%,-20.00%,4.80,2.30,0.00,0.00,49.90%,-28.70%,-58.80%,Apr 19/a,2.05,1.49%
GGN,588.83M,13.82%,-,-,-,-,-,-,-,-,-,-,-,4.29,-1.15%
AM,6.83B,13.64%,142.30%,244.20%,-,0.20,0.20,0.00,0.00,-,-,-,Feb 13/a,14.14,2.61%
MPVD,184.81M,13.64%,-,-,-,-,-,-,-,-,-,-,Mar 20/a,0.90,2.28%
NAO,18.20M,13.56%,-,-,-6.50%,6.70,6.10,0.60,0.60,89.80%,-,-,Mar 13/b,3.00,1.69%
CMFN,100.47M,13.55%,-,-,-,-,-,-,-,-,-,-,May 08/a,7.43,0.68%
BKEPP,-,13.52%,-,-,-,-,-,-,-,-,-,-,-,5.18,-1.33%
USAC,1.51B,13.45%,-1.40%,-3.80%,2.20%,1.50,0.90,1.28,1.28,63.30%,11.20%,-7.90%,Feb 19/b,15.69,0.51%
OPP,-,13.41%,-,-,-,-,-,-,-,-,-,-,-,16.54,0.85%
CSS,53.01M,13.36%,-18.90%,-29.70%,-12.00%,1.80,1.10,0.00,0.28,22.10%,-17.70%,-17.50%,May 09/a,5.99,0.00%
PEI,446.53M,13.35%,-5.60%,-25.60%,-4.20%,-,-,3.77,3.77,61.00%,-24.50%,-38.00%,Feb 13/a,6.15,-2.23%
USDP,293.55M,13.31%,7.20%,28.30%,11.80%,1.80,-,3.11,3.11,62.80%,24.70%,17.70%,Mar 06/a,10.84,0.19%
MARPS,4.82M,13.28%,-,-,-,-,-,-,-,-,-,-,May 13/b,2.45,1.66%
SNH,2.80B,13.24%,3.90%,9.00%,3.40%,-,-,1.21,1.21,59.60%,20.30%,25.70%,Mar 01/b,11.80,0.17%
NYMT,1.13B,13.14%,0.60%,10.20%,0.70%,-,-,15.13,15.13,27.00%,19.80%,15.10%,Feb 21/a,6.11,0.25%
ANH,401.21M,12.87%,-0.30%,-3.10%,-0.20%,-,-,0.08,8.26,28.70%,-3.90%,-9.70%,Feb 20/a,4.07,0.74%
SXCP,582.04M,12.85%,3.40%,10.20%,8.90%,1.60,0.70,1.45,1.46,27.30%,13.10%,6.30%,May 07/b,12.83,3.05%
SEMG,1.16B,12.82%,-1.00%,-3.20%,3.80%,1.10,1.00,1.53,1.53,27.20%,6.20%,-2.00%,Feb 27/a,14.96,1.49%
GARS,116.67M,12.81%,-0.30%,-0.90%,2.90%,-,-,1.82,1.82,53.40%,36.10%,-4.10%,Mar 05/a,7.17,-0.14%
TCRD,212.00M,12.80%,-,-,-,-,-,-,-,-,-,-,Mar 06/a,6.60,0.61%
NRT,64.81M,12.79%,380.40%,-,6403.40%,1.00,1.00,0.00,0.00,89.80%,90.70%,89.90%,Feb 21,6.99,1.60%
CYCCP,58.74M,12.77%,-,-,-,-,-,-,-,-,-,-,-,4.85,3.19%
BBVA,37.76B,12.74%,0.70%,10.90%,10.20%,-,-,1.36,1.36,-,45.60%,16.80%,May 03/b,5.98,4.35%
ZTR,262.33M,12.70%,-,-,-,-,-,-,-,-,-,-,-,10.81,0.93%
CPTA,127.94M,12.56%,-,-,-,-,-,-,-,-,-,-,Mar 04/a,8.03,0.88%
FSK,3.18B,12.56%,-,-,-,-,-,-,-,-,-,-,Feb 27/a,6.11,1.07%
GMLP,915.58M,12.55%,-,-,6.70%,0.50,0.50,1.66,2.05,77.90%,45.20%,-,Feb 27/b,12.94,0.23%
TNK,255.43M,12.37%,-3.30%,-7.30%,0.10%,1.00,1.00,1.05,1.18,22.00%,-4.30%,-9.40%,Feb 21/b,0.97,-0.01%
RIV,-,12.36%,-,-,-,-,-,-,-,-,-,-,-,16.60,0.61%
VGI,-,12.33%,-,-,-,-,-,-,-,-,-,-,-,12.39,1.14%
APU,2.83B,12.31%,2.10%,13.60%,10.70%,0.70,0.50,5.47,6.27,52.60%,10.50%,2.90%,May 07/a,31.13,0.83%
OXSQ,309.73M,12.31%,-,-,-,-,-,-,-,-,-,-,Feb 28/b,6.56,0.92%
HIE,-,12.23%,-,-,-,-,-,-,-,-,-,-,-,11.48,0.95%
FMO,374.25M,12.22%,-,-,-,-,-,-,-,-,-,-,-,10.64,0.76%
GPM,378.33M,12.21%,-,-,-,-,-,-,-,-,-,-,-,7.91,0.70%
WES,14.15B,12.21%,4.10%,37.20%,10.80%,0.60,0.60,5.03,5.06,78.30%,31.40%,18.60%,Feb 14/a,31.50,0.45%
MNDO,41.79M,12.15%,20.80%,27.20%,23.40%,5.40,5.40,0.00,0.00,66.10%,29.90%,28.30%,Feb 28/b,2.18,1.86%
WMC,505.67M,12.12%,0.50%,5.30%,0.60%,-,-,7.71,7.71,26.30%,13.70%,13.20%,Mar 05/a,10.28,0.49%
GECC,87.99M,12.11%,-,-,-,-,-,-,-,-,-,-,Mar 13/b,8.24,-0.18%
NCZ,430.26M,12.06%,-,-,-,-,-,-,-,-,-,-,-,5.77,0.87%
NTG,-,12.05%,-,-,-,-,-,-,-,-,-,-,-,14.19,1.21%
COHN,8.70M,12.05%,-0.10%,-6.60%,0.10%,-,-,1.70,147.25,82.90%,7.20%,-5.00%,Mar 12/b,6.35,-4.37%
NCV,577.92M,12.04%,-,-,-,-,-,-,-,-,-,-,Apr 08,6.51,0.54%
CPLP,1.52B,12.02%,-0.80%,-1.20%,2.00%,0.60,0.50,0.44,0.50,83.40%,9.40%,-3.90%,May 02/b,10.55,0.67%
BKCC,412.33M,12.02%,-,-,-,-,-,-,-,-,-,-,Mar 06/a,6.02,0.44%
IRR,-,12.01%,-,-,-,-,-,-,-,-,-,-,-,5.35,-1.11%
NLY,14.08B,12.01%,-0.10%,-0.60%,0.10%,-,-,0.65,7.23,16.90%,-,-3.30%,Feb 13/a,9.98,-0.15%
AGNC,9.70B,12.00%,0.10%,1.10%,-,-,-,0.03,8.07,16.30%,-,6.60%,May 01/a,18.02,0.11%
GPP,365.27M,11.99%,61.90%,-83.40%,88.80%,2.00,2.00,-,-,-,62.50%,55.30%,May 13/b,15.85,0.06%
DSE,-,11.98%,-,-,-,-,-,-,-,-,-,-,-,5.06,1.00%
AINV,1.06B,11.89%,2.50%,4.40%,5.80%,-,-,0.76,0.76,56.90%,49.80%,23.80%,May 08/a,15.27,0.86%
ACP,-,11.88%,-,-,-,-,-,-,-,-,-,-,-,12.19,0.59%
MITT,544.44M,11.88%,-0.30%,-2.20%,-,-,-,0.02,5.73,47.60%,-8.90%,-7.60%,Feb 26/a,16.89,0.30%
NRZ,6.96B,11.83%,3.60%,16.70%,3.50%,-,-,1.18,3.78,56.00%,41.60%,43.10%,Feb 12/b,17.09,1.04%
DX,429.22M,11.82%,-0.10%,-1.20%,0.20%,-,-,0.01,8.51,45.90%,6.30%,-4.30%,May 09/b,6.09,0.00%
GLV,77.77M,11.80%,-,-,-,-,-,-,-,-,-,-,-,11.18,0.72%
GSM,354.30M,11.71%,4.90%,11.30%,1.80%,1.90,0.70,0.54,0.56,36.50%,8.40%,4.70%,Feb 25/a,2.15,4.88%
ANDX,8.56B,11.68%,6.30%,17.00%,-,0.50,0.50,1.10,1.22,54.20%,33.40%,24.50%,May 09/b,35.56,0.85%
ARR,1.15B,11.67%,-1.50%,-10.30%,-,-,-,0.00,6.25,-58.40%,-,-,Feb 20/a,19.59,0.31%
CCR,479.92M,11.60%,13.70%,31.10%,19.10%,0.60,0.50,0.79,0.81,-,20.50%,18.30%,May 10/b,17.80,0.74%
OFS,156.95M,11.57%,-,-,-,-,-,-,-,-,-,-,Mar 08/b,12.02,2.30%
GER,-,11.57%,-,-,-,-,-,-,-,-,-,-,-,5.58,0.90%
MRCC,248.02M,11.53%,1.10%,2.20%,5.50%,-,-,1.24,0.00,58.50%,54.70%,10.00%,Mar 05/a,12.29,1.20%
CAPL,625.22M,11.50%,0.40%,2.90%,5.30%,0.60,0.40,4.68,4.70,7.10%,1.40%,0.20%,Feb 25/a,18.35,0.52%
QYLD,-,11.45%,-,-,-,-,-,-,-,-,-,-,-,22.81,0.46%
EOD,-,11.45%,-,-,-,-,-,-,-,-,-,-,-,5.27,0.57%
EARN,147.56M,11.43%,-0.60%,-6.70%,1.00%,-,-,0.00,9.63,33.10%,30.40%,-20.70%,May 13/a,11.90,0.00%
IVR,2.03B,11.39%,-0.60%,-6.20%,1.50%,-,-,0.96,8.85,41.00%,39.90%,-17.90%,Feb 26/a,15.86,0.41%
CHMI,285.85M,11.38%,1.50%,10.80%,1.80%,-,-,0.53,5.95,45.80%,-,34.00%,Mar 18/a,17.40,1.05%
FGB,-,11.36%,-,-,-,-,-,-,-,-,-,-,-,6.16,0.00%
CELP,88.39M,11.36%,5.80%,28.30%,17.10%,3.00,3.00,2.36,2.36,14.00%,6.30%,2.80%,Mar 18/b,7.36,-0.52%
SFL,1.31B,11.35%,2.10%,6.10%,3.10%,1.00,1.00,1.93,2.21,69.30%,28.10%,17.60%,Feb 26/b,12.52,1.50%
DMLP,589.07M,11.34%,58.10%,60.70%,63.60%,62.00,62.00,0.00,0.00,92.50%,73.50%,70.90%,Mar 07,18.72,2.52%
GNL,1.62B,11.27%,0.00%,0.00%,2.10%,-,-,1.24,0.00,79.80%,24.80%,0.10%,Feb 27/b,18.77,-0.69%
IGD,631.00M,11.23%,-,-,-,-,-,-,-,-,-,-,-,6.48,-0.31%
BCV,113.08M,11.23%,-,-,-,-,-,-,-,-,-,-,-,21.58,0.94%
ROYT,82.57M,11.21%,6.00%,6.00%,6.20%,-,-,0.00,0.00,-,83.90%,83.50%,May 01,2.19,2.34%
OCCI,44.71M,11.20%,-,-,-,-,-,-,-,-,-,-,-,18.04,1.05%
TYG,1.26B,11.15%,-,-,-,-,-,-,-,-,-,-,-,23.87,1.57%
GOF,-,11.15%,-,-,-,-,-,-,-,-,-,-,-,19.72,0.36%
NGL,1.72B,11.12%,5.10%,16.30%,2.40%,1.20,0.90,0.90,1.06,3.40%,0.70%,1.30%,May 13/b,14.17,1.01%
CLNC,2.03B,11.11%,-2.00%,-5.80%,0.30%,-,-,2.07,2.07,67.70%,12.40%,-35.40%,Feb 28/a,15.87,1.34%
DLNG,111.40M,11.11%,-,-,-,-,-,0.00,0.00,78.40%,-,-,Mar 21/a,2.23,-1.03%
CRT,68.93M,11.09%,81.70%,97.00%,100.70%,-,-,0.00,0.00,-,94.00%,93.50%,Apr 01,11.32,-1.17%
IAF,123.26M,11.07%,-,-,-,-,-,-,-,-,-,-,-,5.43,0.09%
RA,-,11.05%,-,-,-,-,-,-,-,-,-,-,-,21.78,0.73%
KCAP,134.53M,11.05%,-,-,-,-,-,-,-,-,-,-,Feb 26/a,3.63,0.28%
BKS,406.22M,11.05%,0.30%,1.20%,-25.00%,1.10,0.10,0.27,0.27,30.10%,0.60%,0.10%,Mar 07/b,5.51,1.57%
IFN,590.71M,11.04%,-,-,-,-,-,-,-,-,-,-,-,21.66,1.36%
PSEC,2.39B,11.04%,-,-,-,-,-,-,-,-,-,-,May 08/a,6.55,0.38%
IEP,13.97B,11.03%,6.20%,29.60%,3.90%,-,-,1.00,1.00,22.40%,4.90%,15.40%,Mar 07/b,72.91,0.56%
NHF,-,11.02%,-,-,-,-,-,-,-,-,-,-,-,21.79,0.10%
MFA,3.26B,11.00%,2.50%,8.50%,2.70%,-,-,0.00,2.31,62.20%,49.20%,46.40%,Feb 21/b,7.27,0.00%
GLO,311.29M,10.97%,-,-,-,-,-,-,-,-,-,-,-,9.76,1.07%
DEX,-,10.96%,-,-,-,-,-,-,-,-,-,-,-,9.77,1.03%
KNOP,630.85M,10.95%,4.40%,12.90%,7.50%,0.40,0.40,1.54,1.71,79.70%,46.00%,29.40%,Mar 14/b,19.17,0.95%
MFD,93.85M,10.93%,-,-,-,-,-,-,-,-,-,-,-,10.91,-0.67%
THW,-,10.93%,-,-,-,-,-,-,-,-,-,-,-,12.86,0.39%
RC,472.96M,10.91%,2.10%,10.80%,0.60%,-,-,4.23,0.00,34.90%,11.20%,33.70%,Mar 12/a,14.52,-1.02%
FTF,217.68M,10.90%,-,-,-,-,-,-,-,-,-,-,-,9.68,0.52%
JE,507.47M,10.88%,-,-,-,-,-,-,-,-,-,-,May 08/a,3.46,1.76%
MBT,7.88B,10.85%,-,-,18.20%,1.00,0.90,8.44,8.94,63.00%,-,-,Mar 25/b,7.74,2.38%
SNP,100.36B,10.84%,2.60%,5.40%,7.10%,0.80,0.40,0.20,0.36,18.00%,2.20%,1.30%,Apr 01,80.71,1.52%
JMLP,-,10.84%,-,-,-,-,-,-,-,-,-,-,-,7.04,1.67%
GGM,-,10.80%,-,-,-,-,-,-,-,-,-,-,-,20.44,1.27%
COMT,-,10.80%,-,-,-,-,-,-,-,-,-,-,-,33.34,0.82%
PHK,1.17B,10.75%,-,-,-,-,-,-,-,-,-,-,-,9.07,0.58%
TTP,152.25M,10.72%,-,-,-,-,-,-,-,-,-,-,-,15.36,1.05%
SPH,1.38B,10.71%,3.10%,12.30%,8.70%,1.00,0.70,2.66,2.66,53.70%,10.80%,5.00%,May 09/b,22.43,0.10%
CIM,3.53B,10.67%,1.50%,9.90%,1.60%,-,-,2.33,6.11,43.30%,32.40%,29.00%,Feb 13/b,18.85,0.59%
FEN,434.46M,10.67%,-,-,-,-,-,-,-,-,-,-,-,21.96,0.99%
GLQ,139.92M,10.64%,-,-,-,-,-,-,-,-,-,-,-,12.85,1.26%
GNT,-,10.62%,-,-,-,-,-,-,-,-,-,-,-,5.56,-1.52%
SUN,2.57B,10.59%,-5.70%,-31.90%,5.40%,1.00,0.60,3.80,3.81,6.60%,1.40%,-1.70%,Feb 20/a,31.24,0.26%
GGT,202.54M,10.58%,-,-,-,-,-,-,-,-,-,-,-,8.39,0.89%
REMX,-,10.56%,-,-,-,-,-,-,-,-,-,-,-,16.20,3.09%
BGCP,2.64B,10.55%,3.00%,21.40%,6.10%,-,-,0.99,1.00,99.00%,8.40%,10.00%,Feb 14/b,5.46,2.85%
MCN,190.76M,10.54%,-,-,-,-,-,-,-,-,-,-,-,6.85,0.29%
HDLV,-,10.50%,-,-,-,-,-,-,-,-,-,-,-,28.17,-0.03%
CHW,472.06M,10.50%,-,-,-,-,-,-,-,-,-,-,-,8.04,0.50%
TPVG,340.98M,10.47%,-,-,-,-,-,-,-,-,-,-,Mar 06/a,13.87,0.80%
GMZ,-,10.46%,-,-,-,-,-,-,-,-,-,-,-,8.11,1.00%
FEI,-,10.43%,-,-,-,-,-,-,-,-,-,-,-,11.47,-0.26%
PNNT,470.07M,10.42%,-,-,-,-,-,-,-,-,-,-,May 09/a,6.99,1.19%
ARLP,2.62B,10.41%,16.00%,29.80%,19.60%,1.50,1.30,0.49,0.60,94.30%,18.60%,18.20%,Apr 29/b,20.30,-0.32%
FEO,68.08M,10.41%,-,-,-,-,-,-,-,-,-,-,-,13.69,1.78%
CDMOP,1.41B,10.38%,-,-,-,-,-,-,-,-,-,-,-,25.98,2.89%
HSBC,161.57B,10.35%,-,-,6.00%,-,-,1.42,1.42,-,-,-,Feb 20,41.81,3.03%
SRV,-,10.34%,-,-,-,-,-,-,-,-,-,-,-,10.65,1.96%
JMF,-,10.34%,-,-,-,-,-,-,-,-,-,-,-,9.73,0.62%
FCO,70.93M,10.33%,-,-,-,-,-,-,-,-,-,-,-,8.16,0.40%
TEO,1.87B,10.33%,2.00%,3.60%,8.00%,0.60,0.60,0.26,0.34,75.50%,12.60%,3.20%,Mar 14,14.74,0.96%
MTBCP,316.45M,10.28%,-,-,-,-,-,-,-,-,-,-,-,26.84,0.33%
CGBD,897.47M,10.22%,1.90%,3.50%,5.40%,-,-,0.48,0.90,53.70%,52.30%,18.80%,Feb 26/a,14.69,1.45%
HEQ,-,10.19%,-,-,-,-,-,-,-,-,-,-,-,14.80,0.51%
AFIN,1.14B,10.19%,-1.20%,-2.30%,-0.10%,-,-,0.75,0.95,73.50%,-1.10%,-12.80%,Mar 06/b,10.75,-0.46%
VOC,96.91M,10.18%,16.60%,16.60%,17.20%,-,-,0.00,0.00,-,93.00%,93.30%,Apr 04,6.11,7.32%
HRZN,159.62M,10.18%,-,-,-,-,-,-,-,-,-,-,Mar 05/a,11.89,0.81%
FDUS,375.02M,10.18%,-,-,-,-,-,-,-,-,-,-,Feb 28/a,15.46,0.87%
SALM,64.21M,10.18%,-0.60%,-1.40%,3.20%,0.80,0.80,1.05,1.14,22.30%,6.70%,-1.20%,Mar 12/a,2.58,0.98%
GLP,658.41M,10.17%,4.20%,23.60%,12.20%,1.50,0.80,2.39,2.63,5.10%,1.60%,0.80%,Mar 07/b,19.49,-0.86%
AUO,3.49B,10.16%,2.40%,5.00%,0.90%,1.20,1.00,0.28,0.43,9.10%,1.90%,3.30%,Apr 30/b,3.64,0.14%
TCPC,835.06M,10.16%,2.70%,5.30%,5.70%,-,-,0.97,0.97,65.40%,49.10%,23.90%,Feb 28/b,14.28,0.71%
DMO,-,10.12%,-,-,-,-,-,-,-,-,-,-,-,20.77,0.08%
FDEU,-,10.11%,-,-,-,-,-,-,-,-,-,-,-,14.32,-0.14%
ARI,2.45B,10.11%,3.90%,7.80%,4.60%,-,-,0.98,0.98,71.60%,56.90%,46.90%,Feb 13/a,18.30,0.55%
AHT,500.98M,10.11%,-3.60%,-33.30%,1.80%,-,-,8.68,8.68,31.80%,5.70%,-11.90%,Feb 28/a,4.89,3.05%
QUAD,625.34M,10.08%,0.30%,1.70%,4.80%,1.10,0.80,2.02,2.13,18.20%,1.40%,0.20%,May 01/b,12.12,1.81%
ERC,380.56M,10.08%,-,-,-,-,-,-,-,-,-,-,-,12.21,0.91%
IID,-,10.06%,-,-,-,-,-,-,-,-,-,-,-,6.16,-0.06%
NMFC,1.09B,10.02%,-,-,-,-,-,-,-,-,-,-,Feb 27/a,13.70,0.96%
WHF,291.75M,10.00%,-,-,-,-,-,-,-,-,-,-,Mar 06/b,14.20,0.00%
