Ticker,Market Cap,Div,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Earnings,Price,Change,Volume
CBA,-,11.58%,-,-,-,-,-,-,-,-,-,-,-,6.91,0.00%
CTR,-,11.53%,-,-,-,-,-,-,-,-,-,-,-,10.06,0.00%
TPVG,309.33M,11.51%,-,-,-,-,-,-,-,-,-,-,Oct 31/a,12.51,0.00%
SSI,49.12M,11.49%,-7.00%,-18.80%,-5.60%,2.80,0.40,0.91,0.92,23.20%,-3.20%,-3.70%,Nov 20/b,1.74,0.00%
SBGL,1.37B,11.47%,0.60%,2.00%,0.70%,1.80,1.30,1.11,1.13,8.20%,1.80%,0.90%,-,2.31,0.00%
IID,-,11.44%,-,-,-,-,-,-,-,-,-,-,-,5.42,0.00%
SUN,2.38B,11.44%,0.10%,0.60%,4.70%,1.20,0.80,2.94,2.94,8.90%,1.80%,0.10%,Nov 07/a,28.85,0.00%
ATTO,461.30M,11.43%,-1.50%,-5.60%,9.40%,1.50,1.50,1.29,1.48,-,4.80%,-1.10%,Nov 12/a,5.95,0.00%
FEO,63.30M,11.43%,-,-,-,-,-,-,-,-,-,-,-,12.25,0.00%
CCT,1.75B,11.39%,-,-,-,-,-,-,-,-,-,-,Nov 07/a,14.13,0.00%
GMLP,1.02B,11.39%,3.60%,14.30%,10.50%,0.50,0.50,2.04,2.54,78.40%,44.20%,23.60%,Dec 10/b,14.22,0.00%
MARPS,6.32M,11.39%,-,-,-,-,-,-,-,-,-,-,Nov 20/b,3.16,0.00%
VGR,1.95B,11.39%,6.80%,-20.50%,21.00%,1.40,1.20,-,-,30.80%,12.20%,4.90%,Nov 07/b,14.05,0.00%
SXCP,655.83M,11.34%,8.50%,25.30%,-2.10%,1.30,0.70,1.43,1.44,29.10%,16.10%,15.70%,Oct 25/b,14.11,0.00%
NRZ,6.37B,11.33%,5.10%,23.00%,4.90%,-,-,1.26,3.77,63.30%,54.30%,50.90%,Oct 25/b,17.65,0.00%
SFL,1.49B,11.29%,2.80%,7.50%,5.60%,0.50,0.50,0.95,1.54,66.40%,32.80%,23.60%,Nov 21/b,12.40,0.00%
FGB,-,11.29%,-,-,-,-,-,-,-,-,-,-,-,6.20,0.00%
AINV,1.13B,11.28%,-,-,-,-,-,-,-,-,-,-,Oct 30/a,5.32,0.00%
MCC,193.38M,11.27%,-,-,-,-,-,-,-,-,-,-,Dec 06/a,3.55,0.00%
PGP,139.69M,11.25%,-,-,-,-,-,-,-,-,-,-,-,12.98,0.00%
MFA,3.17B,11.24%,3.00%,9.80%,3.20%,-,-,0.00,2.05,66.50%,54.60%,51.90%,Nov 06/b,7.12,0.00%
CTL,23.15B,11.23%,1.90%,6.50%,2.90%,1.00,1.00,1.60,1.62,53.00%,10.00%,6.30%,Nov 08/a,19.23,0.00%
FDUS,340.28M,11.21%,-,-,-,-,-,-,-,-,-,-,Nov 01/a,13.91,0.00%
SITC,2.21B,11.20%,-5.00%,-15.50%,-3.10%,-,-,1.65,1.65,71.90%,-16.40%,-40.50%,Oct 24/a,11.96,0.00%
ABDC,87.00M,11.20%,-,-,-,-,-,-,-,-,-,-,Nov 05,6.43,0.00%
CHI,715.70M,11.17%,-,-,-,-,-,-,-,-,-,-,-,10.21,0.00%
MFD,92.03M,11.13%,-,-,-,-,-,-,-,-,-,-,-,10.78,0.00%
CYCCP,64.67M,11.13%,-,-,-,-,-,-,-,-,-,-,-,5.39,0.00%
BKEPP,-,11.13%,-,-,-,-,-,-,-,-,-,-,-,6.38,0.00%
IGD,638.77M,11.09%,-,-,-,-,-,-,-,-,-,-,-,6.58,0.00%
GOF,-,11.08%,-,-,-,-,-,-,-,-,-,-,-,19.77,0.00%
SHI,7.04B,11.07%,18.20%,26.70%,16.30%,1.60,1.10,0.00,0.05,9.00%,8.50%,8.00%,Nov 20/a,43.01,0.00%
GER,-,11.05%,-,-,-,-,-,-,-,-,-,-,-,5.79,0.00%
CHY,791.83M,11.05%,-,-,-,-,-,-,-,-,-,-,-,10.86,0.00%
MITT,512.77M,11.05%,2.40%,16.20%,-,-,-,0.03,4.95,51.20%,58.80%,58.40%,Nov 07/a,18.10,0.00%
PRT,153.04M,11.05%,-,-,-,-,-,-,-,-,-,-,Nov 13,12.58,0.00%
IVR,1.70B,11.02%,1.00%,9.90%,1.70%,-,-,0.87,8.45,45.50%,44.40%,31.40%,Nov 12/a,15.25,0.00%
OPP,-,11.00%,-,-,-,-,-,-,-,-,-,-,-,16.36,0.00%
QYLD,-,10.98%,-,-,-,-,-,-,-,-,-,-,-,23.31,0.00%
CHW,451.40M,10.98%,-,-,-,-,-,-,-,-,-,-,-,7.65,0.00%
GME,1.44B,10.95%,-0.90%,-2.00%,4.40%,1.50,0.50,0.39,0.39,32.70%,0.80%,-0.50%,Dec 06/a,13.88,0.00%
CCR,528.66M,10.93%,12.40%,29.00%,12.20%,0.60,0.40,0.83,0.85,-,19.80%,17.40%,Oct 29,18.76,0.00%
CEM,-,10.92%,-,-,-,-,-,-,-,-,-,-,-,13.00,0.00%
JMLP,-,10.92%,-,-,-,-,-,-,-,-,-,-,-,6.87,0.00%
ANDX,8.55B,10.92%,5.40%,14.90%,9.70%,1.00,1.00,1.18,1.18,35.30%,23.70%,13.50%,Nov 07/b,37.74,0.00%
NHF,-,10.89%,-,-,-,-,-,-,-,-,-,-,-,22.03,0.00%
NEWM,845.98M,10.86%,2.30%,4.50%,2.40%,1.30,1.10,0.55,0.56,-,4.30%,2.10%,Oct 31/b,13.99,0.00%
KYN,2.09B,10.86%,-,-,-,-,-,-,-,-,-,-,-,16.57,0.00%
FEI,-,10.82%,-,-,-,-,-,-,-,-,-,-,-,11.09,0.00%
RC,474.70M,10.81%,2.20%,10.50%,0.80%,-,-,3.81,0.00,39.80%,11.00%,35.70%,Nov 07/a,14.80,0.00%
HCFT,81.67M,10.79%,-0.40%,-8.10%,0.20%,-,-,0.17,0.17,-45.30%,-,-19.60%,Nov 15/a,3.43,0.00%
TYG,1.30B,10.77%,-,-,-,-,-,-,-,-,-,-,-,24.33,0.00%
TTP,-,10.74%,-,-,-,-,-,-,-,-,-,-,-,15.18,0.00%
AWP,477.43M,10.73%,-,-,-,-,-,-,-,-,-,-,-,5.59,0.00%
ARLP,2.55B,10.71%,17.30%,32.00%,18.80%,1.10,0.80,0.34,0.36,95.20%,20.50%,19.90%,Oct 29/b,19.61,0.00%
CIM,3.49B,10.67%,2.60%,15.70%,2.60%,-,-,2.30,5.15,45.10%,50.90%,47.80%,Oct 31/b,18.74,0.00%
ERC,388.51M,10.65%,-,-,-,-,-,-,-,-,-,-,-,11.84,0.00%
SCM,204.05M,10.63%,-,-,-,-,-,-,-,-,-,-,Nov 07/b,12.79,0.00%
SPH,1.39B,10.61%,3.50%,13.30%,6.20%,1.10,0.70,2.18,2.18,57.10%,11.50%,5.70%,Nov 15/b,22.62,0.00%
KMF,-,10.55%,-,-,-,-,-,-,-,-,-,-,-,11.37,0.00%
VEON,5.17B,10.55%,-2.40%,-10.70%,4.90%,0.60,0.50,2.55,2.98,77.10%,16.20%,-4.80%,Nov 15/b,2.75,0.00%
WHF,276.75M,10.54%,-,-,-,-,-,-,-,-,-,-,Nov 06/b,13.47,0.00%
MIC,3.29B,10.53%,6.10%,15.70%,3.60%,1.40,1.40,0.99,1.12,53.90%,16.30%,25.30%,Oct 31/a,37.97,0.00%
TNK,310.89M,10.53%,-3.40%,-7.50%,0.10%,0.70,0.70,0.96,1.13,22.80%,-6.10%,-13.30%,Nov 15/b,1.14,0.00%
MTBCP,310.26M,10.50%,-,-,-,-,-,-,-,-,-,-,-,26.19,0.00%
SEMG,1.48B,10.50%,-0.80%,-2.60%,2.20%,1.20,1.10,1.68,1.69,27.80%,7.20%,-1.70%,Nov 07/a,18.00,0.00%
PSEC,2.52B,10.43%,-,-,-,-,-,-,-,-,-,-,Nov 06/a,6.90,0.00%
CCD,-,10.43%,-,-,-,-,-,-,-,-,-,-,-,19.17,0.00%
GGT,205.46M,10.43%,-,-,-,-,-,-,-,-,-,-,-,8.44,0.00%
FAX,1.02B,10.42%,-,-,-,-,-,-,-,-,-,-,-,4.03,0.00%
EXG,-,10.40%,-,-,-,-,-,-,-,-,-,-,-,8.75,0.00%
IRS,785.72M,10.40%,5.40%,48.10%,11.60%,2.10,2.00,4.84,5.52,40.70%,85.00%,45.30%,Nov 21,13.27,0.00%
CHMI,296.89M,10.40%,4.30%,31.50%,2.40%,-,-,0.40,5.66,69.90%,67.30%,59.40%,Nov 07/a,18.85,0.00%
JMF,-,10.40%,-,-,-,-,-,-,-,-,-,-,-,9.62,0.00%
HIHO,14.59M,10.39%,7.90%,12.30%,12.20%,2.90,2.40,0.00,0.00,35.80%,9.70%,7.90%,Nov 19/b,3.85,0.00%
CDMOP,1.41B,10.38%,-,-,-,-,-,-,-,-,-,-,-,25.24,0.00%
REM,-,10.38%,-,-,-,-,-,-,-,-,-,-,-,43.27,0.00%
HCAP,70.31M,10.37%,-,-,-,-,-,-,-,-,-,-,Nov 08/b,10.99,0.00%
THW,-,10.37%,-,-,-,-,-,-,-,-,-,-,-,13.50,0.00%
APU,3.41B,10.35%,3.80%,21.20%,9.50%,0.80,0.60,3.92,4.20,52.50%,13.30%,5.60%,Nov 12/a,36.72,0.00%
SIR,1.78B,10.32%,1.60%,3.70%,3.10%,-,-,1.03,1.03,77.80%,26.50%,16.00%,Oct 29/b,19.77,0.00%
FDEU,-,10.31%,-,-,-,-,-,-,-,-,-,-,-,14.06,0.00%
MFV,39.48M,10.31%,-,-,-,-,-,-,-,-,-,-,-,5.53,0.00%
DBD,315.44M,10.28%,-4.80%,-58.00%,-1.40%,1.40,0.90,8.00,8.30,21.50%,-1.20%,-5.40%,Oct 31/b,3.89,0.00%
NRO,221.45M,10.28%,-,-,-,-,-,-,-,-,-,-,-,4.67,0.00%
PNNT,490.62M,10.27%,-,-,-,-,-,-,-,-,-,-,Nov 15/a,7.01,0.00%
TCPC,825.05M,10.26%,-,-,-,-,-,-,-,-,-,-,Nov 08/b,14.03,0.00%
SNP,107.36B,10.26%,2.60%,5.40%,6.10%,0.80,0.40,0.20,0.36,20.20%,2.40%,1.40%,Nov 26,84.09,0.00%
DBL,-,10.23%,-,-,-,-,-,-,-,-,-,-,-,19.55,0.00%
CIF,46.30M,10.21%,-,-,-,-,-,-,-,-,-,-,-,2.35,0.00%
MBT,8.05B,10.21%,-,-,18.20%,0.90,0.80,3.58,4.28,63.30%,-,-,Nov 20/b,8.03,0.00%
DMO,-,10.20%,-,-,-,-,-,-,-,-,-,-,-,22.35,0.00%
MRT,259.31M,10.19%,3.20%,5.40%,5.60%,-,-,0.75,0.75,96.90%,49.80%,29.00%,Nov 09/a,8.24,0.00%
HMLP,576.82M,10.19%,5.10%,14.80%,9.60%,0.80,0.70,1.22,1.34,84.00%,72.10%,37.20%,Nov 15/b,17.27,0.00%
DKL,759.61M,10.18%,10.10%,31.50%,14.80%,2.40,1.80,4.25,4.25,32.70%,14.90%,8.40%,Nov 06/a,31.03,0.00%
DHY,244.17M,10.17%,-,-,-,-,-,-,-,-,-,-,-,2.36,0.00%
DPG,-,10.15%,-,-,-,-,-,-,-,-,-,-,-,13.79,0.00%
ARR,947.11M,10.15%,1.90%,12.80%,-,-,-,0.00,5.97,62.70%,48.30%,43.70%,Oct 31/a,22.47,0.00%
KNOP,679.78M,10.15%,5.10%,14.90%,5.80%,0.50,0.50,1.61,1.73,79.00%,44.90%,35.80%,Nov 27/b,20.50,0.00%
HRZN,136.66M,10.13%,-,-,-,-,-,-,-,-,-,-,Oct 30/a,11.85,0.00%
NMFC,1.02B,10.11%,-,-,-,-,-,-,-,-,-,-,Nov 07/a,13.45,0.00%
EFC,486.28M,10.11%,1.30%,6.60%,1.70%,-,-,0.47,2.84,51.10%,27.30%,32.20%,Nov 07/a,16.22,0.00%
HTGC,1.18B,10.10%,-,-,-,-,-,-,-,-,-,-,Nov 01/a,12.28,0.00%
NEWT,373.02M,10.10%,0.00%,0.00%,-,-,-,0.89,0.00,-,23.00%,0.00%,Nov 07/a,19.81,0.00%
IEP,12.73B,10.06%,1.80%,10.30%,4.60%,-,-,1.35,1.35,20.40%,1.90%,4.10%,Nov 09/b,69.56,0.00%
GMZ,-,10.05%,-,-,-,-,-,-,-,-,-,-,-,8.36,0.00%
GNL,1.54B,10.02%,0.40%,0.90%,2.80%,-,-,1.22,0.00,80.00%,30.70%,4.70%,Nov 07/b,21.25,0.00%
LKSD,343.68M,10.02%,-3.30%,-27.80%,3.60%,1.30,1.00,3.06,4.32,14.60%,1.30%,-1.70%,Nov 01/b,10.38,0.00%
