Ticker,Market Cap,Div,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Earnings,Price,Change,Volume
PLYM,63.94M,11.14%,-7.00%,992.10%,-1.10%,0.50,0.50,-,-,65.10%,-15.30%,-53.40%,Nov 13/b,12.55,-6.76%
MCC,195.56M,11.14%,-,-,-,-,-,-,-,-,-,-,Dec 06/a,3.60,0.31%
SITC,2.28B,11.14%,-3.90%,-11.60%,-3.10%,-,-,1.66,1.66,72.60%,-12.20%,-30.60%,Oct 24/a,11.93,-0.87%
GOF,-,11.13%,-,-,-,-,-,-,-,-,-,-,-,19.70,0.15%
SRLP,545.52M,11.13%,2.50%,17.80%,7.00%,1.80,1.00,3.52,3.92,7.90%,2.10%,0.80%,Nov 07/b,23.71,-1.21%
DSE,-,11.11%,-,-,-,-,-,-,-,-,-,-,-,5.40,0.00%
JE,511.93M,11.08%,-,-,-,-,-,-,-,-,-,-,Nov 07/a,3.39,-1.17%
SFL,1.52B,11.08%,2.80%,7.50%,5.60%,0.50,0.50,0.95,1.54,66.40%,32.80%,23.60%,Nov 21/b,12.72,0.63%
MRCC,261.94M,11.06%,2.90%,5.10%,5.20%,-,-,0.87,0.87,57.30%,53.60%,25.10%,Nov 06/a,12.71,0.39%
IVR,1.70B,11.04%,1.70%,15.40%,1.70%,-,-,0.86,7.98,49.80%,48.40%,51.50%,Nov 12/a,15.30,0.53%
OPP,-,11.03%,-,-,-,-,-,-,-,-,-,-,-,16.22,-0.61%
PRT,153.77M,11.00%,-,-,-,-,-,-,-,-,-,-,-,12.60,-0.32%
GER,-,11.00%,-,-,-,-,-,-,-,-,-,-,-,5.83,0.17%
HDLV,-,10.99%,-,-,-,-,-,-,-,-,-,-,-,24.87,-0.24%
IID,-,10.97%,-,-,-,-,-,-,-,-,-,-,-,5.66,0.18%
CEM,-,10.96%,-,-,-,-,-,-,-,-,-,-,-,13.02,0.46%
SCM,198.31M,10.94%,-,-,-,-,-,-,-,-,-,-,Nov 07/b,12.49,0.48%
CHMI,283.34M,10.89%,3.50%,26.10%,2.40%,-,-,0.26,5.74,67.40%,64.50%,56.70%,Nov 07/a,18.13,0.78%
HCFT,81.19M,10.88%,-0.40%,-8.10%,0.20%,-,-,0.17,0.17,-45.30%,-,-19.60%,Nov 15/a,3.41,0.29%
PGP,144.46M,10.88%,-,-,-,-,-,-,-,-,-,-,-,13.42,0.00%
HCAP,67.18M,10.86%,-,-,-,-,-,-,-,-,-,-,Nov 08/b,10.52,0.19%
ERC,381.12M,10.85%,-,-,-,-,-,-,-,-,-,-,-,11.62,0.09%
NHF,-,10.80%,-,-,-,-,-,-,-,-,-,-,-,22.28,0.29%
CHY,810.06M,10.80%,-,-,-,-,-,-,-,-,-,-,-,11.14,0.27%
JMLP,-,10.79%,-,-,-,-,-,-,-,-,-,-,-,6.94,-0.14%
CIM,3.45B,10.78%,2.60%,15.70%,2.60%,-,-,2.30,5.15,47.00%,51.70%,48.50%,Oct 31/b,18.68,0.67%
KYN,2.10B,10.77%,-,-,-,-,-,-,-,-,-,-,-,16.75,0.21%
FEI,-,10.75%,-,-,-,-,-,-,-,-,-,-,-,11.20,0.36%
MTBCP,303.87M,10.72%,-,-,-,-,-,-,-,-,-,-,-,25.77,0.46%
EFC,462.19M,10.68%,1.80%,9.30%,1.70%,-,-,0.47,2.84,51.80%,33.10%,51.10%,Nov 07/a,15.40,0.34%
SPH,1.38B,10.68%,3.50%,13.30%,6.20%,1.10,0.70,2.18,2.18,57.10%,11.50%,5.70%,Nov 15/b,22.32,-0.73%
RC,481.50M,10.67%,2.20%,10.50%,0.80%,-,-,3.81,0.00,39.80%,11.00%,35.70%,-,15.01,0.07%
TTP,-,10.66%,-,-,-,-,-,-,-,-,-,-,-,15.36,0.49%
PSEC,2.47B,10.64%,-,-,-,-,-,-,-,-,-,-,Nov 06/a,6.81,0.59%
TYG,1.30B,10.63%,-,-,-,-,-,-,-,-,-,-,-,24.65,0.04%
NEWM,884.36M,10.62%,2.30%,4.50%,2.40%,1.30,1.10,0.55,0.56,-,4.30%,2.10%,Oct 31/b,14.27,-0.31%
ENLK,5.24B,10.62%,1.10%,4.00%,4.90%,0.70,0.60,1.38,1.53,-,6.40%,1.60%,Nov 06/a,14.76,0.48%
LKSD,333.88M,10.59%,-3.40%,-26.70%,3.60%,1.30,1.00,3.08,4.14,14.60%,0.10%,-1.70%,Nov 01/b,10.43,6.21%
GMLP,1.09B,10.57%,3.60%,14.30%,10.50%,0.50,0.50,2.04,2.54,78.40%,44.20%,23.60%,Dec 10/b,14.43,-5.81%
ARLP,2.61B,10.56%,15.70%,29.70%,18.80%,1.10,0.90,0.34,0.42,95.20%,19.10%,18.00%,Oct 29/b,19.28,-3.07%
GNL,1.45B,10.53%,0.50%,1.10%,2.80%,-,-,1.23,0.00,79.00%,31.50%,5.60%,Nov 07/b,20.25,0.15%
HIHO,14.40M,10.53%,7.90%,12.30%,12.20%,2.90,2.40,0.00,0.00,35.80%,9.70%,7.90%,Nov 26/b,3.80,0.00%
FAX,1.01B,10.53%,-,-,-,-,-,-,-,-,-,-,-,3.98,-0.13%
GGT,203.76M,10.51%,-,-,-,-,-,-,-,-,-,-,-,8.46,1.08%
EXG,-,10.51%,-,-,-,-,-,-,-,-,-,-,-,8.75,1.02%
MLPZ,-,10.50%,-,-,-,-,-,-,-,-,-,-,-,34.89,0.05%
THW,-,10.49%,-,-,-,-,-,-,-,-,-,-,-,13.40,0.37%
CIF,47.09M,10.46%,-,-,-,-,-,-,-,-,-,-,-,2.40,0.33%
CCD,-,10.45%,-,-,-,-,-,-,-,-,-,-,-,19.30,0.84%
LMRK,359.35M,10.45%,2.10%,5.20%,4.30%,-,-,1.60,1.60,98.80%,63.00%,27.30%,Nov 07/b,13.67,-2.84%
SIR,1.77B,10.44%,1.60%,3.70%,3.10%,-,-,1.03,1.03,77.80%,26.50%,16.00%,Oct 29/b,19.80,1.33%
DPG,-,10.42%,-,-,-,-,-,-,-,-,-,-,-,13.53,0.74%
TCPC,816.23M,10.37%,-,-,-,-,-,-,-,-,-,-,Nov 08/b,13.94,0.43%
KMF,-,10.36%,-,-,-,-,-,-,-,-,-,-,-,11.59,0.06%
SHI,7.20B,10.32%,18.20%,26.70%,16.30%,1.60,1.10,0.00,0.05,9.00%,8.50%,8.00%,Nov 20/a,46.16,0.10%
DBL,-,10.32%,-,-,-,-,-,-,-,-,-,-,-,19.46,0.43%
SPKEP,-,10.30%,-,-,-,-,-,-,-,-,-,-,-,21.75,2.30%
JMF,-,10.30%,-,-,-,-,-,-,-,-,-,-,-,9.77,0.62%
CTL,22.26B,10.29%,2.30%,7.80%,2.90%,1.00,1.00,1.60,1.62,53.00%,11.90%,7.60%,Nov 08/a,20.97,-0.14%
NEWT,370.13M,10.28%,0.00%,0.00%,-,-,-,0.89,0.00,-,25.30%,0.00%,Nov 07/a,19.86,2.13%
ARR,931.78M,10.28%,1.90%,12.80%,-,-,-,0.00,5.97,62.70%,48.30%,43.70%,Oct 31/a,22.38,0.90%
MFV,39.72M,10.25%,-,-,-,-,-,-,-,-,-,-,-,5.52,-0.77%
ANDX,9.14B,10.24%,5.30%,15.70%,9.70%,0.90,0.90,1.57,1.57,35.30%,21.80%,11.70%,Nov 07/b,40.62,0.92%
CDMOP,1.44B,10.21%,-,-,-,-,-,-,-,-,-,-,-,25.75,0.33%
DMO,-,10.19%,-,-,-,-,-,-,-,-,-,-,-,22.49,0.49%
FCO,71.98M,10.18%,-,-,-,-,-,-,-,-,-,-,-,8.30,0.61%
KNOP,692.64M,10.17%,5.10%,14.90%,5.80%,0.50,0.50,1.61,1.73,79.00%,44.90%,35.80%,Dec 04/b,20.35,-0.49%
CGO,100.29M,10.16%,-,-,-,-,-,-,-,-,-,-,-,11.93,0.99%
SZC,-,10.15%,-,-,-,-,-,-,-,-,-,-,-,16.26,0.63%
HRZN,136.43M,10.14%,-,-,-,-,-,-,-,-,-,-,Oct 30/a,11.68,-1.23%
GME,1.50B,10.14%,-0.90%,-2.00%,4.40%,1.50,0.50,0.39,0.39,32.70%,0.80%,-0.50%,Dec 06/a,14.95,-0.27%
FDEU,-,10.13%,-,-,-,-,-,-,-,-,-,-,-,14.24,-0.48%
PNNT,497.62M,10.13%,-,-,-,-,-,-,-,-,-,-,Nov 15/a,7.19,1.13%
SJT,250.29M,10.11%,300.30%,519.60%,592.90%,-,-,0.00,0.00,-,79.00%,78.80%,Nov 15,5.43,1.69%
VEON,5.05B,10.10%,-2.40%,-10.70%,4.90%,0.60,0.50,2.55,2.98,77.10%,16.20%,-4.80%,Nov 15/b,2.84,-1.05%
APU,3.53B,10.09%,3.80%,21.20%,9.50%,0.80,0.60,3.92,4.20,52.50%,13.30%,5.60%,Nov 12/a,37.82,0.42%
TNK,319.21M,10.08%,-3.40%,-7.50%,0.10%,0.70,0.70,0.96,1.13,22.80%,-6.10%,-13.30%,Nov 15/b,1.22,2.31%
DHY,246.24M,10.08%,-,-,-,-,-,-,-,-,-,-,-,2.39,0.42%
NMFC,1.03B,10.07%,-,-,-,-,-,-,-,-,-,-,Nov 07/a,13.58,0.59%
REM,-,10.07%,-,-,-,-,-,-,-,-,-,-,-,43.12,0.72%
SNP,111.26B,10.06%,2.60%,5.40%,6.10%,0.80,0.40,0.20,0.36,21.50%,2.60%,1.50%,Nov 26,86.25,0.58%
DKL,782.80M,10.06%,11.00%,34.30%,14.80%,2.40,1.80,4.25,4.25,31.50%,17.60%,9.70%,Nov 06/a,30.75,-2.05%
GMZ,-,10.06%,-,-,-,-,-,-,-,-,-,-,-,8.42,0.84%
MIC,3.46B,10.05%,6.10%,15.70%,3.60%,1.40,1.40,0.99,1.12,53.90%,16.30%,25.30%,Oct 31/a,39.39,-1.06%
SAR,155.58M,10.00%,-,-,-,-,-,-,-,-,-,-,Oct 10/a,21.05,1.20%
