Ticker,Market Cap,Div,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Earnings,Price,Change,Volume
SNMP,43.87M,23.90%,-4.70%,40.80%,11.60%,1.30,1.30,-,-,74.50%,16.10%,-28.20%,Jun 06/b,2.51,11.56%
CBL,216.44M,23.81%,-2.20%,-11.60%,1.70%,-,-,4.19,4.19,70.60%,9.80%,-14.40%,Apr 30/a,1.26,1.61%
SMHD,-,22.44%,-,-,-,-,-,-,-,-,-,-,-,14.57,0.03%
ATAI,45.63M,22.28%,128.10%,297.10%,-26.90%,10.80,10.80,0.00,0.00,-,-,-,Mar 14/a,1.84,1.66%
MORL,-,22.09%,-,-,-,-,-,-,-,-,-,-,-,14.53,-0.95%
MRRL,-,22.01%,-,-,-,-,-,-,-,-,-,-,-,14.13,-0.14%
REML,-,21.73%,-,-,-,-,-,-,-,-,-,-,-,24.80,-0.16%
NDP,-,21.66%,-,-,-,-,-,-,-,-,-,-,-,8.08,-2.42%
AVH,156.02M,20.70%,-0.30%,-2.10%,4.10%,0.50,0.50,3.04,3.60,43.30%,4.70%,-0.50%,May 24/a,3.72,0.81%
WPG,914.08M,20.58%,1.40%,7.60%,6.70%,-,-,4.03,4.03,66.40%,32.60%,8.50%,Apr 24/a,4.86,1.89%
CLM,896.33M,19.98%,-,-,-,-,-,-,-,-,-,-,-,12.31,-0.08%
CRF,465.39M,19.69%,-,-,-,-,-,-,-,-,-,-,-,12.09,-0.33%
COMG,-,19.51%,-,-,-,-,-,-,-,-,-,-,-,22.65,0.42%
AI,278.77M,19.43%,-2.10%,-31.40%,-2.30%,-,-,0.28,14.26,-,-,-,May 21/b,7.72,0.26%
SMTA,292.24M,19.35%,-9.80%,-162.70%,-11.20%,-,-,-,-,94.80%,-93.10%,-93.90%,May 09/a,6.82,-0.15%
SSI,29.74M,18.69%,-10.40%,-31.20%,-14.90%,2.80,0.40,0.98,1.00,23.80%,-4.60%,-5.30%,Jun 06/b,1.07,-0.93%
SNH,2.01B,18.66%,3.90%,9.00%,3.40%,-,-,1.21,1.21,59.60%,20.30%,25.70%,May 09/b,8.36,-1.30%
MSB,393.21M,18.55%,147.70%,219.30%,271.20%,1.90,1.90,0.00,0.00,-,96.60%,96.30%,May 09/a,29.97,0.74%
CHKR,63.11M,18.52%,44.10%,44.10%,46.30%,-,-,0.00,0.00,93.50%,83.60%,83.60%,May 10/b,1.35,-2.88%
FEDU,114.45M,18.26%,1.40%,1.90%,5.40%,3.30,3.30,0.00,0.00,54.10%,9.80%,3.90%,May 15/b,2.30,7.98%
ATTO,275.40M,18.13%,1.50%,5.60%,9.60%,1.40,1.40,1.23,1.39,-,4.90%,1.00%,May 06,3.75,1.35%
SDT,30.06M,17.65%,18.30%,18.30%,19.00%,-,-,0.00,0.00,88.70%,62.60%,63.30%,Apr 04/a,1.02,3.71%
CEFL,-,17.39%,-,-,-,-,-,-,-,-,-,-,-,14.55,-0.55%
FELP,190.56M,17.27%,-2.50%,-10.10%,4.10%,0.60,0.40,2.32,2.42,30.20%,7.60%,-5.60%,May 08/b,1.39,-7.33%
GME,911.20M,17.18%,-15.60%,-37.40%,-35.50%,1.40,0.90,0.35,0.61,27.90%,-8.50%,-8.10%,Apr 02/a,8.85,-1.34%
SDR,52.10M,17.15%,23.40%,23.40%,24.50%,-,-,0.00,0.00,93.90%,70.90%,70.50%,Apr 04,0.99,5.25%
AMJL,-,17.14%,-,-,-,-,-,-,-,-,-,-,-,14.47,1.22%
WHLRP,-,16.97%,-,-,-,-,-,-,-,-,-,-,-,13.26,-3.12%
LBY,61.47M,16.97%,-1.10%,-12.80%,3.80%,2.00,0.80,7.88,7.97,19.30%,3.40%,-1.00%,Apr 30/b,2.77,-2.46%
NNA,95.33M,16.83%,-5.40%,-20.60%,3.10%,1.10,1.10,3.04,3.17,79.10%,26.00%,-43.80%,May 09/b,7.13,-3.52%
PER,130.56M,16.81%,21.20%,21.20%,22.00%,-,-,0.00,0.00,94.90%,84.60%,84.80%,Mar 15/a,2.26,3.20%
PRT,106.08M,16.74%,-,-,16.90%,-,-,0.00,0.00,-,-,-,-,8.66,1.64%
MLPQ,-,16.70%,-,-,-,-,-,-,-,-,-,-,-,27.60,-0.33%
USOI,-,16.43%,-,-,-,-,-,-,-,-,-,-,-,23.50,-0.02%
VGR,1.33B,16.34%,3.70%,-9.90%,17.90%,1.80,1.60,-,-,30.90%,11.80%,2.70%,May 30/b,9.79,1.45%
EDF,-,16.20%,-,-,-,-,-,-,-,-,-,-,-,13.33,-0.15%
LBDC,-,16.20%,-,-,-,-,-,-,-,-,-,-,-,14.69,0.59%
MLPZ,-,16.12%,-,-,-,-,-,-,-,-,-,-,-,33.01,0.60%
BDCL,-,16.11%,-,-,-,-,-,-,-,-,-,-,-,14.71,0.82%
TEO,1.82B,16.10%,2.00%,3.60%,8.00%,0.60,0.60,0.26,0.34,75.50%,12.60%,3.20%,Jun 07/a,14.29,2.66%
JP,133.65M,16.09%,11.40%,15.60%,22.00%,3.30,3.30,0.00,0.00,55.70%,24.50%,17.90%,Apr 23/b,3.73,-1.32%
BCRH,66.48M,16.06%,-17.10%,-25.10%,-30.20%,-,-,0.04,0.04,-,-80.80%,-80.80%,May 02/a,7.47,-2.35%
MAXR,404.34M,15.96%,-,-,-28.80%,0.90,0.90,1.86,1.88,29.70%,-,-,May 09/a,6.83,4.92%
MTR,26.28M,15.96%,62.80%,75.10%,75.50%,2.80,2.80,0.00,0.00,-,85.00%,91.70%,May 14,14.10,0.05%
LKSD,222.11M,15.55%,-1.20%,-10.60%,1.20%,1.30,1.00,3.70,4.31,14.20%,1.10%,-0.60%,Apr 30/a,6.69,0.45%
AMZA,-,15.53%,-,-,-,-,-,-,-,-,-,-,-,5.66,-0.61%
JQC,1.09B,15.40%,-,-,-,-,-,-,-,-,-,-,-,8.05,0.25%
SACH,70.01M,15.38%,9.60%,14.20%,9.60%,-,-,0.00,0.52,84.70%,66.40%,67.40%,-,4.42,0.23%
CEN,-,15.17%,-,-,-,-,-,-,-,-,-,-,-,8.24,-0.72%
IRS,531.42M,15.02%,-,-,9.00%,1.90,1.90,5.45,6.49,39.60%,-,-,Mar 15,9.21,3.48%
SEMG,1.04B,14.85%,-1.00%,-3.20%,3.80%,1.10,1.00,1.53,1.53,27.20%,6.20%,-2.00%,May 07/a,12.73,-0.39%
OXLC,397.75M,14.81%,-,-,-,-,-,-,-,-,-,-,May 16/b,10.94,1.02%
MVO,101.57M,14.74%,105.00%,105.00%,111.10%,-,-,0.00,0.00,-,94.90%,95.20%,Apr 03,8.55,1.18%
PVL,105.89M,14.69%,16.50%,16.50%,17.10%,-,-,0.00,0.00,-,89.80%,90.10%,-,3.20,1.59%
ORC,334.70M,14.68%,-0.60%,-6.10%,-1.30%,-,-,0.00,9.00,-,-62.90%,-63.20%,Apr 25/a,6.54,0.00%
NEWM,619.32M,14.67%,1.30%,2.50%,4.40%,1.20,1.10,0.60,0.61,-,3.60%,1.20%,May 02/b,10.36,-0.29%
ZF,213.34M,14.53%,-,-,-,-,-,-,-,-,-,-,-,9.91,-0.70%
DVHL,-,14.39%,-,-,-,-,-,-,-,-,-,-,-,18.07,-0.27%
EDI,-,14.26%,-,-,-,-,-,-,-,-,-,-,-,12.69,0.32%
LMLP,-,14.18%,-,-,-,-,-,-,-,-,-,-,-,16.00,-1.34%
COHN,6.98M,13.86%,-0.10%,-6.60%,0.10%,-,-,1.70,147.25,82.90%,7.20%,-5.00%,Jun 05/b,5.77,-1.69%
TWO,3.68B,13.83%,-0.40%,-3.50%,-0.20%,-,-,0.44,7.50,20.30%,-,-14.30%,May 07/a,13.59,-0.44%
GGN,591.20M,13.82%,-,-,-,-,-,-,-,-,-,-,-,4.34,0.46%
CMFN,99.11M,13.74%,-,-,-,-,-,-,-,-,-,-,May 07/a,7.28,2.25%
ECC,417.61M,13.59%,-,-,-,-,-,-,-,-,-,-,May 23/b,17.66,0.46%
MARPS,4.74M,13.50%,-,-,-,-,-,-,-,-,-,-,May 14/b,2.37,-3.60%
GARS,112.71M,13.26%,-0.30%,-0.90%,2.90%,-,-,1.82,1.82,53.40%,36.10%,-4.10%,May 07/a,6.94,-0.29%
SRLP,455.59M,13.25%,6.50%,47.20%,14.80%,1.30,0.80,3.70,4.83,8.60%,3.30%,1.90%,May 08/b,20.15,0.00%
USDP,291.86M,13.25%,7.20%,28.30%,11.80%,1.80,-,3.11,3.11,62.80%,24.70%,17.70%,May 06/a,10.87,-3.89%
GMLP,873.35M,13.19%,2.60%,11.10%,7.40%,1.20,1.20,2.65,2.81,77.90%,45.10%,17.30%,May 29/b,12.28,-5.47%
NCV,527.98M,13.18%,-,-,-,-,-,-,-,-,-,-,May 06,5.92,-0.50%
NCZ,394.91M,13.14%,-,-,-,-,-,-,-,-,-,-,-,5.25,0.19%
OPP,-,13.05%,-,-,-,-,-,-,-,-,-,-,-,16.86,-0.77%
IRR,-,12.92%,-,-,-,-,-,-,-,-,-,-,-,5.03,0.60%
BKEPP,-,12.89%,-,-,-,-,-,-,-,-,-,-,-,5.51,0.68%
CLRO,35.40M,12.73%,-28.40%,-32.00%,-32.20%,5.70,3.50,0.00,0.00,47.50%,-36.50%,-59.30%,Apr 19/a,2.20,0.00%
GPP,345.38M,12.71%,61.90%,-83.40%,88.80%,2.00,2.00,-,-,-,62.50%,55.30%,May 06/b,14.94,-2.38%
NYMT,1.16B,12.70%,0.60%,10.20%,0.70%,-,-,15.13,15.13,27.00%,19.80%,15.10%,May 06/a,6.30,0.32%
SXCP,598.22M,12.65%,8.60%,25.60%,8.90%,1.60,0.70,1.45,1.46,27.30%,16.30%,15.90%,Apr 24/b,12.65,-2.09%
USAC,1.71B,12.61%,-1.40%,-3.80%,2.20%,1.50,0.90,1.28,1.28,63.30%,11.20%,-7.90%,May 07/b,16.65,-0.12%
ANH,409.94M,12.53%,-0.30%,-3.10%,-0.20%,-,-,0.08,8.26,28.70%,-3.90%,-9.70%,May 08/a,4.15,-0.24%
NLY,13.76B,12.50%,-0.10%,-0.60%,0.10%,-,-,0.65,7.23,16.90%,-,-3.30%,May 01/a,9.60,-1.03%
CYCCP,60.66M,12.36%,-,-,-,-,-,-,-,-,-,-,-,4.85,-8.42%
CAPL,582.42M,12.35%,0.40%,2.90%,5.30%,0.60,0.40,4.68,4.70,7.10%,1.40%,0.20%,May 06/a,17.00,-1.51%
AGNC,9.29B,12.35%,1.50%,14.70%,-,-,-,0.03,8.07,4.50%,83.50%,81.20%,Apr 24/a,17.49,-0.23%
OXSQ,308.78M,12.35%,-,-,-,-,-,-,-,-,-,-,May 30/b,6.48,1.41%
BBVA,39.22B,12.33%,0.70%,10.90%,10.20%,-,-,1.36,1.36,-,45.60%,16.80%,May 10/b,5.92,-1.66%
FMO,371.42M,12.31%,-,-,-,-,-,-,-,-,-,-,-,10.48,-0.29%
ZTR,272.33M,12.29%,-,-,-,-,-,-,-,-,-,-,-,11.07,0.07%
VEON,4.17B,12.18%,3.50%,15.40%,1.40%,0.70,0.70,1.79,2.14,76.70%,5.80%,6.40%,Feb 25/b,2.38,-1.65%
SALM,55.38M,12.18%,-0.60%,-1.40%,3.20%,0.80,0.80,1.05,1.14,22.30%,6.70%,-1.20%,Mar 12/a,2.13,0.71%
PHK,1.03B,12.14%,-,-,-,-,-,-,-,-,-,-,-,7.99,0.00%
ANDX,8.46B,12.12%,6.30%,17.00%,-,0.50,0.50,1.10,1.22,54.20%,33.40%,24.50%,May 08/b,33.98,-0.93%
NRT,66.91M,12.09%,380.40%,-,6403.40%,1.00,1.00,0.00,0.00,89.80%,90.70%,89.90%,May 14,7.28,3.44%
TCRD,223.21M,12.07%,-,-,-,-,-,-,-,-,-,-,May 09/a,6.96,1.02%
NTG,-,12.05%,-,-,-,-,-,-,-,-,-,-,-,14.03,-0.43%
DX,422.91M,12.04%,-0.10%,-1.20%,0.20%,-,-,0.01,8.51,45.90%,6.30%,-4.30%,May 01/b,5.98,-0.33%
NHF,-,12.01%,-,-,-,-,-,-,-,-,-,-,-,19.99,-0.40%
NRZ,6.88B,12.00%,3.60%,16.70%,3.50%,-,-,1.18,3.78,56.00%,41.60%,43.10%,May 01/b,16.67,0.42%
ARR,1.11B,11.99%,-2.90%,-22.50%,-,-,-,0.00,8.17,-,-,-,May 16/a,19.01,-0.42%
MNDO,42.42M,11.98%,20.80%,27.20%,23.40%,5.40,5.40,0.00,0.00,66.10%,29.90%,28.30%,Jun 03/b,2.17,0.00%
MITT,534.72M,11.97%,-0.30%,-2.20%,-,-,-,0.02,5.73,47.60%,-8.90%,-7.60%,May 02/a,16.71,0.18%
ZMLP,-,11.95%,-,-,-,-,-,-,-,-,-,-,-,13.48,-0.70%
FSK,3.34B,11.91%,-,-,-,-,-,-,-,-,-,-,May 08/a,6.38,0.47%
CSS,59.34M,11.90%,-18.90%,-29.70%,-12.00%,1.80,1.10,0.00,0.28,22.10%,-17.70%,-17.50%,May 30/a,6.72,4.19%
GPM,388.44M,11.90%,-,-,-,-,-,-,-,-,-,-,-,8.07,0.12%
HIE,-,11.88%,-,-,-,-,-,-,-,-,-,-,-,11.70,0.00%
VGI,-,11.85%,-,-,-,-,-,-,-,-,-,-,-,12.74,0.39%
RIV,-,11.83%,-,-,-,-,-,-,-,-,-,-,-,17.25,0.29%
GER,-,11.81%,-,-,-,-,-,-,-,-,-,-,-,5.42,-0.55%
DSE,-,11.76%,-,-,-,-,-,-,-,-,-,-,-,5.10,-0.39%
BKS,368.08M,11.72%,0.30%,1.20%,-25.00%,1.10,0.10,0.27,0.27,30.10%,0.60%,0.10%,Jun 06/b,5.12,0.39%
WMC,509.89M,11.71%,0.50%,5.30%,0.60%,-,-,7.71,7.71,26.30%,13.70%,13.20%,May 07/a,10.59,0.57%
GLV,78.40M,11.71%,-,-,-,-,-,-,-,-,-,-,-,11.19,0.18%
JMLP,-,11.66%,-,-,-,-,-,-,-,-,-,-,-,6.43,-0.16%
GECC,91.61M,11.63%,-,-,-,-,-,-,-,-,-,-,Mar 13/b,8.60,0.12%
PGP,135.63M,11.59%,-,-,-,-,-,-,-,-,-,-,-,12.60,0.00%
EARN,144.41M,11.57%,-0.60%,-6.70%,1.00%,-,-,0.00,9.63,33.10%,30.40%,-20.70%,May 02/a,11.75,0.34%
BKCC,429.54M,11.54%,-,-,-,-,-,-,-,-,-,-,May 01/a,6.24,-0.16%
CELP,87.07M,11.54%,5.80%,28.30%,17.10%,3.00,3.00,2.36,2.36,14.00%,6.30%,2.80%,Mar 18/b,7.28,-2.41%
CPLP,202.36M,11.51%,-0.80%,-1.20%,2.00%,0.60,0.50,0.44,0.50,83.40%,9.40%,-3.90%,May 06,10.95,-0.99%
CCR,487.91M,11.50%,13.70%,31.10%,19.10%,0.60,0.50,0.79,0.81,-,20.50%,18.30%,May 02,17.82,-1.05%
NGL,1.71B,11.45%,5.10%,16.30%,2.40%,1.20,0.90,0.90,1.06,3.40%,0.70%,1.30%,May 29/b,13.63,-1.73%
MPVD,220.51M,11.43%,-,-,-,-,-,-,-,-,-,-,Mar 20/a,1.05,0.96%
CHMI,283.83M,11.43%,1.50%,10.80%,1.80%,-,-,0.53,5.95,45.80%,-,34.00%,Mar 18/a,17.15,0.06%
TYG,1.23B,11.41%,-,-,-,-,-,-,-,-,-,-,-,22.96,-1.16%
SNP,99.97B,11.40%,2.60%,5.40%,7.10%,0.80,0.40,0.20,0.36,18.00%,2.20%,1.30%,May 09,75.62,-1.16%
CPTA,141.12M,11.39%,-,-,-,-,-,-,-,-,-,-,May 06/a,8.78,0.92%
AINV,1.11B,11.34%,2.50%,4.40%,5.80%,-,-,0.76,0.76,56.90%,49.80%,23.80%,May 16/a,15.88,0.51%
EOD,-,11.32%,-,-,-,-,-,-,-,-,-,-,-,5.30,-0.19%
REMX,-,11.31%,-,-,-,-,-,-,-,-,-,-,-,14.15,-2.95%
MRCC,251.39M,11.30%,1.10%,2.20%,5.50%,-,-,1.24,0.00,58.50%,54.70%,10.00%,May 07/a,12.39,0.57%
GSM,354.41M,11.27%,4.90%,11.30%,1.80%,1.90,0.70,0.54,0.56,36.50%,8.40%,4.70%,Feb 25/a,2.13,-1.39%
ACP,-,11.21%,-,-,-,-,-,-,-,-,-,-,-,12.85,0.00%
AFIN,1.03B,11.19%,-1.20%,-2.30%,-0.10%,-,-,0.75,0.95,73.50%,-1.10%,-12.80%,Jun 05/b,9.83,-1.01%
DMLP,615.98M,11.18%,58.10%,60.70%,63.60%,62.00,62.00,0.00,0.00,92.50%,73.50%,70.90%,May 30,18.52,-0.16%
OCCI,44.84M,11.17%,-,-,-,-,-,-,-,-,-,-,-,17.90,-1.46%
IAF,122.13M,11.17%,-,-,-,-,-,-,-,-,-,-,-,5.37,-0.37%
IFN,584.91M,11.15%,-,-,-,-,-,-,-,-,-,-,-,21.16,-0.24%
IVR,2.05B,11.13%,-0.60%,-6.20%,1.50%,-,-,0.96,8.85,41.00%,39.90%,-17.90%,May 22/a,16.17,-0.12%
MTEX,45.90M,11.11%,-5.50%,-12.50%,-16.50%,1.30,0.90,0.04,0.07,80.10%,-0.10%,-2.20%,Jun 10/b,18.00,-1.37%
QYLD,-,11.07%,-,-,-,-,-,-,-,-,-,-,-,22.94,-0.17%
GNL,1.60B,11.04%,0.00%,0.00%,2.10%,-,-,1.24,0.00,79.80%,24.80%,0.10%,May 09/b,19.29,0.52%
THW,-,11.04%,-,-,-,-,-,-,-,-,-,-,-,12.68,0.16%
GNT,-,11.03%,-,-,-,-,-,-,-,-,-,-,-,5.44,0.21%
BCV,114.51M,11.01%,-,-,-,-,-,-,-,-,-,-,-,21.79,-0.14%
IGD,643.62M,11.01%,-,-,-,-,-,-,-,-,-,-,-,6.63,0.15%
CLNC,2.02B,10.98%,-2.00%,-5.80%,0.30%,-,-,2.07,2.07,67.70%,12.40%,-35.40%,May 08/a,15.85,-0.44%
OFS,165.63M,10.97%,-,-,-,-,-,-,-,-,-,-,May 03/b,12.40,-1.35%
ARLP,2.46B,10.96%,16.00%,29.80%,19.60%,1.50,1.30,0.49,0.60,94.30%,18.60%,18.20%,Apr 29/b,19.35,-0.36%
TTP,149.04M,10.95%,-,-,-,-,-,-,-,-,-,-,-,14.88,-0.47%
PEI,586.60M,10.94%,-5.60%,-25.60%,-4.20%,-,-,3.77,3.77,61.00%,-24.50%,-38.00%,May 02/a,7.68,8.94%
SUN,2.47B,10.90%,-5.70%,-31.90%,5.40%,1.00,0.60,3.80,3.81,6.60%,1.40%,-1.70%,May 22/a,30.28,-3.66%
GOF,-,10.88%,-,-,-,-,-,-,-,-,-,-,-,20.13,0.25%
SFL,1.38B,10.86%,2.10%,6.10%,3.10%,1.00,1.00,1.93,2.21,69.30%,28.10%,17.60%,May 28/b,12.89,-0.46%
JMF,-,10.86%,-,-,-,-,-,-,-,-,-,-,-,9.21,-0.11%
FGB,-,10.82%,-,-,-,-,-,-,-,-,-,-,-,6.47,0.47%
DLNG,116.17M,10.80%,-,-,-,5.40,-,3.57,0.00,78.10%,-,-,Mar 21/a,2.32,-0.64%
RA,-,10.79%,-,-,-,-,-,-,-,-,-,-,-,22.14,0.09%
MFD,95.56M,10.73%,-,-,-,-,-,-,-,-,-,-,-,11.18,0.18%
SRV,-,10.72%,-,-,-,-,-,-,-,-,-,-,-,10.07,-0.59%
SHI,7.39B,10.72%,12.80%,19.10%,13.30%,1.80,1.20,0.00,0.02,6.00%,5.80%,5.60%,May 10/a,44.41,-1.70%
GLO,318.70M,10.72%,-,-,-,-,-,-,-,-,-,-,-,9.89,0.00%
QUAD,553.62M,10.71%,0.30%,1.70%,4.80%,1.10,0.80,2.02,2.13,18.20%,1.40%,0.20%,May 01/b,11.20,0.45%
MFA,3.36B,10.71%,2.50%,8.50%,2.70%,-,-,0.00,2.31,62.20%,49.20%,46.40%,May 07/b,7.47,0.00%
DEX,-,10.71%,-,-,-,-,-,-,-,-,-,-,-,9.90,0.00%
AUO,3.47B,10.69%,2.40%,5.00%,0.90%,1.20,1.00,0.28,0.43,9.10%,1.90%,3.30%,Apr 25/b,3.46,-1.42%
GMZ,-,10.67%,-,-,-,-,-,-,-,-,-,-,-,7.87,-0.25%
VEDL,8.96B,10.65%,-0.70%,-2.10%,13.40%,1.00,0.80,0.64,1.07,27.10%,23.00%,-1.30%,May 09/b,9.67,-1.12%
FTF,218.58M,10.65%,-,-,-,-,-,-,-,-,-,-,-,9.67,0.00%
KNOP,646.91M,10.64%,3.90%,11.50%,7.50%,0.40,0.40,1.54,1.71,79.70%,46.00%,26.30%,Mar 14/b,19.55,0.00%
MCN,189.36M,10.62%,-,-,-,-,-,-,-,-,-,-,-,6.78,-0.44%
FEN,436.86M,10.61%,-,-,-,-,-,-,-,-,-,-,-,21.86,-0.68%
PSEC,2.49B,10.59%,-,-,-,-,-,-,-,-,-,-,May 08/a,6.80,0.15%
GLOP,969.80M,10.57%,3.80%,11.10%,8.60%,1.10,1.10,1.41,1.50,78.50%,49.60%,25.70%,Apr 25/b,20.82,-0.34%
DKL,781.11M,10.56%,9.80%,-52.10%,21.90%,0.90,0.70,-,-,28.90%,19.10%,9.80%,May 06/b,30.68,-6.52%
RC,664.28M,10.54%,2.10%,10.80%,0.60%,-,-,4.23,0.00,34.90%,11.20%,33.70%,Mar 12/a,15.18,-0.72%
GGM,-,10.53%,-,-,-,-,-,-,-,-,-,-,-,20.69,-0.22%
COMT,-,10.52%,-,-,-,-,-,-,-,-,-,-,-,32.71,-0.21%
CIM,3.56B,10.52%,1.50%,9.90%,1.60%,-,-,2.33,6.11,43.30%,32.40%,29.00%,May 01/b,19.02,0.11%
SPH,1.40B,10.51%,3.10%,12.30%,8.70%,1.00,0.70,2.66,2.66,53.70%,10.80%,5.00%,May 09/b,22.83,-2.81%
IEP,14.45B,10.47%,6.20%,29.60%,3.90%,-,-,1.00,1.00,22.40%,4.90%,15.40%,May 30/b,76.44,1.78%
GGT,208.27M,10.40%,-,-,-,-,-,-,-,-,-,-,-,8.46,-0.35%
IRL,46.98M,10.39%,-,-,-,-,-,-,-,-,-,-,-,9.43,-0.32%
APU,3.38B,10.39%,2.10%,13.60%,10.70%,0.70,0.50,5.47,6.27,52.60%,10.50%,2.90%,May 06/a,36.59,0.44%
EQM,5.33B,10.37%,3.30%,6.70%,8.20%,0.50,0.50,0.85,0.00,-,48.60%,16.20%,Apr 30/b,43.58,-1.11%
FEI,-,10.37%,-,-,-,-,-,-,-,-,-,-,-,11.57,-0.43%
PNNT,473.47M,10.34%,-,-,-,-,-,-,-,-,-,-,May 09/a,6.96,-0.57%
HEQ,-,10.32%,-,-,-,-,-,-,-,-,-,-,-,14.54,-0.75%
IID,-,10.30%,-,-,-,-,-,-,-,-,-,-,-,6.02,-0.66%
DCP,4.36B,10.27%,0.60%,1.30%,1.90%,0.70,0.60,0.75,0.83,18.40%,2.30%,0.90%,May 06/a,30.37,-1.36%
FCO,71.54M,10.24%,-,-,-,-,-,-,-,-,-,-,-,8.20,0.86%
CRT,75.51M,10.23%,81.70%,97.00%,100.70%,-,-,0.00,0.00,-,94.00%,93.50%,Apr 01,12.42,0.81%
FAX,1.02B,10.21%,-,-,-,-,-,-,-,-,-,-,-,4.11,-0.12%
HDLV,-,10.20%,-,-,-,-,-,-,-,-,-,-,-,27.25,-1.16%
GEL,2.64B,10.19%,-1.10%,-4.10%,3.30%,1.30,1.10,2.03,2.03,21.80%,5.80%,-2.60%,May 02/b,21.58,-0.51%
ROYT,87.57M,10.18%,6.00%,6.00%,6.20%,-,-,0.00,0.00,-,83.90%,83.50%,May 08,2.26,0.00%
CHS,409.50M,10.17%,3.20%,5.50%,4.90%,1.80,0.90,0.10,0.10,35.80%,2.00%,1.60%,Jun 05/b,3.44,-2.82%
SZC,-,10.15%,-,-,-,-,-,-,-,-,-,-,-,16.15,-0.74%
HRZN,160.03M,10.15%,-,-,-,-,-,-,-,-,-,-,Apr 30/a,11.82,-0.25%
MBT,8.11B,10.15%,-,-,16.70%,0.90,0.80,7.81,8.10,63.30%,-,-,Mar 25/b,8.08,-0.25%
CDMOP,1.45B,10.13%,-,-,-,-,-,-,-,-,-,-,-,25.87,-0.41%
BGCP,2.71B,10.11%,3.00%,21.40%,6.10%,-,-,0.99,1.00,99.00%,8.40%,10.00%,May 07/b,5.54,-0.54%
AWP,507.32M,10.10%,-,-,-,-,-,-,-,-,-,-,-,5.94,-1.16%
GLP,667.87M,10.09%,4.20%,23.60%,12.20%,1.50,0.80,2.39,2.63,5.10%,1.60%,0.80%,May 09/b,19.83,-0.40%
JE,547.77M,10.08%,-,-,-,-,-,-,-,-,-,-,May 15/a,3.67,0.82%
DMO,-,10.08%,-,-,-,-,-,-,-,-,-,-,-,20.84,0.14%
MTBCP,323.70M,10.05%,-,-,-,-,-,-,-,-,-,-,-,27.36,0.03%
CHW,494.48M,10.02%,-,-,-,-,-,-,-,-,-,-,-,8.38,0.36%
TPVG,356.09M,10.02%,-,-,-,-,-,-,-,-,-,-,May 01/a,14.37,-0.90%
FPL,-,10.01%,-,-,-,-,-,-,-,-,-,-,-,8.99,-0.22%
FDEU,-,10.01%,-,-,-,-,-,-,-,-,-,-,-,14.49,-0.89%
