Ticker,Market Cap,Div,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Earnings,Price,Change,Volume
FEDU,110.47M,18.92%,1.40%,1.90%,5.40%,3.30,3.30,0.00,0.00,54.10%,9.80%,3.90%,May 15/b,2.22,-3.48%
ATTO,265.12M,18.84%,1.50%,5.60%,9.60%,1.40,1.40,1.23,1.39,-,4.90%,1.00%,May 06,3.61,-3.73%
MSB,392.94M,18.56%,147.70%,219.30%,271.20%,1.90,1.90,0.00,0.00,-,96.60%,96.30%,May 09/a,29.95,-0.07%
SSI,30.57M,18.18%,-10.40%,-31.20%,-14.90%,2.80,0.40,0.98,1.00,23.80%,-4.60%,-5.30%,Jun 06/b,1.10,2.80%
ATAI,56.05M,18.14%,128.10%,297.10%,-26.90%,10.80,10.80,0.00,0.00,-,-,-,Mar 14/a,2.26,22.83%
CHKR,64.48M,18.13%,44.10%,44.10%,46.30%,-,-,0.00,0.00,93.50%,83.60%,83.60%,May 10/b,1.38,2.16%
SDT,29.76M,17.82%,18.30%,18.30%,19.00%,-,-,0.00,0.00,88.70%,62.60%,63.30%,Apr 04/a,1.01,-0.98%
AMJL,-,17.70%,-,-,-,-,-,-,-,-,-,-,-,14.01,-3.18%
LBY,59.25M,17.60%,-1.10%,-12.80%,3.80%,2.00,0.80,7.88,7.97,19.30%,3.40%,-1.00%,Apr 30/b,2.67,-3.61%
CEFL,-,17.58%,-,-,-,-,-,-,-,-,-,-,-,14.39,-1.10%
MTR,23.99M,17.48%,62.80%,75.10%,75.50%,2.80,2.80,0.00,0.00,-,85.00%,91.70%,May 14,12.87,-8.72%
SDR,51.26M,17.44%,23.40%,23.40%,24.50%,-,-,0.00,0.00,93.90%,70.90%,70.50%,Apr 04,0.98,-1.61%
GME,902.96M,17.33%,-15.60%,-37.40%,-35.50%,1.40,0.90,0.35,0.61,27.90%,-8.50%,-8.10%,Apr 02/a,8.77,-0.90%
FELP,191.93M,17.14%,-2.50%,-10.10%,4.10%,0.60,0.40,2.32,2.42,30.20%,7.60%,-5.60%,May 08/b,1.40,0.72%
NNA,93.86M,17.09%,-5.40%,-20.60%,3.10%,1.10,1.10,3.04,3.17,79.10%,26.00%,-43.80%,May 09/b,7.02,-1.54%
WHLRP,-,16.91%,-,-,-,-,-,-,-,-,-,-,-,13.31,0.36%
PER,131.14M,16.74%,21.20%,21.20%,22.00%,-,-,0.00,0.00,94.90%,84.60%,84.80%,Mar 15/a,2.27,0.44%
VGR,1.30B,16.74%,3.70%,-9.90%,17.90%,1.80,1.60,-,-,30.90%,11.80%,2.70%,May 07/b,9.56,-2.35%
MLPQ,-,16.70%,-,-,-,-,-,-,-,-,-,-,-,27.60,0.01%
USOI,-,16.51%,-,-,-,-,-,-,-,-,-,-,-,23.39,-0.46%
JP,130.42M,16.48%,11.40%,15.60%,22.00%,3.30,3.30,0.00,0.00,55.70%,24.50%,17.90%,Apr 23/b,3.64,-2.41%
PRT,107.80M,16.48%,-,-,16.90%,-,-,0.00,0.00,-,-,-,-,8.80,1.62%
LBDC,-,16.43%,-,-,-,-,-,-,-,-,-,-,-,14.49,-1.36%
MLPZ,-,16.36%,-,-,-,-,-,-,-,-,-,-,-,32.52,-1.46%
BDCL,-,16.34%,-,-,-,-,-,-,-,-,-,-,-,14.50,-1.43%
EDF,-,16.28%,-,-,-,-,-,-,-,-,-,-,-,13.27,-0.45%
MAXR,400.19M,16.12%,-,-,-28.80%,0.90,0.90,1.86,1.88,29.70%,-,-,May 09/a,6.76,-1.02%
BCRH,66.75M,16.00%,-17.10%,-25.10%,-30.20%,-,-,0.04,0.04,-,-80.80%,-80.80%,May 02/a,7.50,0.40%
LKSD,217.13M,15.90%,-1.20%,-10.60%,1.20%,1.30,1.00,3.70,4.31,14.20%,1.10%,-0.60%,Apr 30/a,6.54,-2.24%
TEO,1.87B,15.61%,2.00%,3.60%,8.00%,0.60,0.60,0.26,0.34,75.50%,12.60%,3.20%,Jun 07/a,14.73,3.08%
AMZA,-,15.49%,-,-,-,-,-,-,-,-,-,-,-,5.68,0.26%
JQC,1.09B,15.46%,-,-,-,-,-,-,-,-,-,-,-,8.02,-0.37%
IRS,519.30M,15.37%,-,-,9.00%,1.90,1.90,5.45,6.49,39.60%,-,-,Mar 15,9.00,-2.28%
SACH,70.17M,15.35%,9.60%,14.20%,9.60%,-,-,0.00,0.52,84.70%,66.40%,67.40%,-,4.43,0.23%
CEN,-,15.24%,-,-,-,-,-,-,-,-,-,-,-,8.20,-0.49%
SEMG,1.03B,15.04%,-1.00%,-3.20%,3.80%,1.10,1.00,1.53,1.53,27.20%,6.20%,-2.00%,May 07/a,12.57,-1.26%
MVO,100.39M,14.91%,105.00%,105.00%,111.10%,-,-,0.00,0.00,-,94.90%,95.20%,Apr 03,8.45,-1.17%
OXLC,396.30M,14.86%,-,-,-,-,-,-,-,-,-,-,May 16/b,10.90,-0.37%
NEWM,611.55M,14.86%,1.30%,2.50%,4.40%,1.20,1.10,0.60,0.61,-,3.60%,1.20%,May 02/b,10.23,-1.25%
PVL,105.23M,14.78%,16.50%,16.50%,17.10%,-,-,0.00,0.00,-,89.80%,90.10%,-,3.18,-0.62%
ORC,333.67M,14.72%,-0.60%,-6.10%,-1.30%,-,-,0.00,9.00,-,-62.90%,-63.20%,Apr 25/a,6.52,-0.31%
ZF,211.18M,14.68%,-,-,-,-,-,-,-,-,-,-,-,9.81,-1.01%
LMLP,-,14.57%,-,-,-,-,-,-,-,-,-,-,-,15.58,-2.67%
DVHL,-,14.54%,-,-,-,-,-,-,-,-,-,-,-,17.88,-1.06%
EDI,-,14.23%,-,-,-,-,-,-,-,-,-,-,-,12.72,0.24%
COHN,6.93M,13.96%,-0.10%,-6.60%,0.10%,-,-,1.70,147.25,82.90%,7.20%,-5.00%,Jun 05/b,5.73,-0.73%
TWO,3.65B,13.94%,-0.40%,-3.50%,-0.20%,-,-,0.44,7.50,20.30%,-,-14.30%,May 07/a,13.49,-0.74%
SRLP,433.66M,13.92%,6.50%,47.20%,14.80%,1.30,0.80,3.70,4.83,8.60%,3.30%,1.90%,May 08/b,19.18,-4.81%
GGN,588.48M,13.89%,-,-,-,-,-,-,-,-,-,-,-,4.32,-0.46%
ECC,410.28M,13.83%,-,-,-,-,-,-,-,-,-,-,May 23/b,17.35,-1.76%
CMFN,99.11M,13.74%,-,-,-,-,-,-,-,-,-,-,May 07/a,7.28,0.00%
MARPS,4.66M,13.73%,-,-,-,-,-,-,-,-,-,-,May 14/b,2.33,-1.69%
SXCP,561.33M,13.48%,8.60%,25.60%,8.90%,1.60,0.70,1.45,1.46,27.30%,16.30%,15.90%,Apr 24/b,11.87,-6.17%
CAPL,534.46M,13.46%,0.40%,2.90%,5.30%,0.60,0.40,4.68,4.70,7.10%,1.40%,0.20%,May 06/a,15.60,-8.24%
GMLP,856.28M,13.46%,2.60%,11.10%,7.40%,1.20,1.20,2.65,2.81,77.90%,45.10%,17.30%,May 29/b,12.04,-1.95%
GARS,112.38M,13.29%,-0.30%,-0.90%,2.90%,-,-,1.82,1.82,53.40%,36.10%,-4.10%,May 07/a,6.92,-0.29%
NCZ,390.39M,13.29%,-,-,-,-,-,-,-,-,-,-,-,5.19,-1.14%
NCV,525.30M,13.24%,-,-,-,-,-,-,-,-,-,-,May 06,5.89,-0.51%
USDP,292.13M,13.24%,7.20%,28.30%,11.80%,1.80,-,3.11,3.11,62.80%,24.70%,17.70%,May 06/a,10.88,0.09%
OPP,-,13.04%,-,-,-,-,-,-,-,-,-,-,-,16.87,0.06%
IRR,-,12.92%,-,-,-,-,-,-,-,-,-,-,-,5.03,0.00%
BKEPP,-,12.91%,-,-,-,-,-,-,-,-,-,-,-,5.50,-0.18%
GPP,342.26M,12.83%,61.90%,-83.40%,88.80%,2.00,2.00,-,-,-,62.50%,55.30%,May 06/b,14.81,-0.90%
NYMT,1.15B,12.76%,0.60%,10.20%,0.70%,-,-,15.13,15.13,27.00%,19.80%,15.10%,May 06/a,6.27,-0.48%
USAC,1.69B,12.73%,-1.40%,-3.80%,2.20%,1.50,0.90,1.28,1.28,63.30%,11.20%,-7.90%,May 07/b,16.49,-0.96%
BBVA,38.03B,12.72%,0.70%,10.90%,10.20%,-,-,1.36,1.36,-,45.60%,16.80%,May 10/b,5.74,-3.04%
ANH,408.95M,12.56%,-0.30%,-3.10%,-0.20%,-,-,0.08,8.26,28.70%,-3.90%,-9.70%,May 08/a,4.14,-0.24%
CLRO,36.20M,12.44%,-28.40%,-32.00%,-32.20%,5.70,3.50,0.00,0.00,47.50%,-36.50%,-59.30%,Apr 19/a,2.25,2.27%
NLY,13.83B,12.44%,-0.10%,-0.60%,0.10%,-,-,0.65,7.23,16.90%,-,-3.30%,May 01/a,9.65,0.52%
CYCCP,60.66M,12.36%,-,-,-,-,-,-,-,-,-,-,-,4.85,0.00%
OXSQ,308.78M,12.35%,-,-,-,-,-,-,-,-,-,-,May 30/b,6.48,0.00%
FMO,370.71M,12.33%,-,-,-,-,-,-,-,-,-,-,-,10.46,-0.19%
VEON,4.13B,12.29%,3.50%,15.40%,1.40%,0.70,0.70,1.79,2.14,76.70%,5.80%,6.40%,Feb 25/b,2.36,-0.84%
ZTR,272.33M,12.29%,-,-,-,-,-,-,-,-,-,-,-,11.07,0.00%
AGNC,9.35B,12.27%,1.50%,14.70%,-,-,-,0.03,8.07,4.50%,83.50%,81.20%,Apr 24/a,17.60,0.63%
PHK,1.02B,12.26%,-,-,-,-,-,-,-,-,-,-,-,7.91,-1.00%
TCRD,220.33M,12.23%,-,-,-,-,-,-,-,-,-,-,May 09/a,6.87,-1.29%
ANDX,8.43B,12.17%,6.30%,17.00%,-,0.50,0.50,1.10,1.22,54.20%,33.40%,24.50%,May 08/b,33.85,-0.38%
GPM,380.25M,12.15%,-,-,-,-,-,-,-,-,-,-,-,7.90,-2.11%
SALM,55.51M,12.15%,-0.60%,-1.40%,3.20%,0.80,0.80,1.05,1.14,22.30%,6.70%,-1.20%,Mar 12/a,2.14,0.23%
NHF,-,12.12%,-,-,-,-,-,-,-,-,-,-,-,19.81,-0.90%
NTG,-,12.11%,-,-,-,-,-,-,-,-,-,-,-,13.96,-0.50%
DX,420.78M,12.10%,-0.10%,-1.20%,0.20%,-,-,0.01,8.51,45.90%,6.30%,-4.30%,May 01/b,5.95,-0.50%
FSK,3.30B,12.06%,-,-,-,-,-,-,-,-,-,-,May 08/a,6.30,-1.25%
ARR,1.11B,12.05%,-2.90%,-22.50%,-,-,-,0.00,8.17,-,-,-,May 16/a,18.92,-0.47%
CSS,58.63M,12.05%,-18.90%,-29.70%,-12.00%,1.80,1.10,0.00,0.28,22.10%,-17.70%,-17.50%,May 30/a,6.64,-1.19%
RIV,-,12.03%,-,-,-,-,-,-,-,-,-,-,-,16.96,-1.68%
NRT,67.46M,11.99%,380.40%,-,6403.40%,1.00,1.00,0.00,0.00,89.80%,90.70%,89.90%,May 14,7.34,0.82%
MNDO,42.42M,11.98%,20.80%,27.20%,23.40%,5.40,5.40,0.00,0.00,66.10%,29.90%,28.30%,Jun 03/b,2.17,0.00%
MITT,534.72M,11.97%,-0.30%,-2.20%,-,-,-,0.02,5.73,47.60%,-8.90%,-7.60%,May 02/a,16.71,0.00%
NRZ,6.91B,11.95%,3.60%,16.70%,3.50%,-,-,1.18,3.78,56.00%,41.60%,43.10%,May 01/b,16.74,0.42%
ZMLP,-,11.94%,-,-,-,-,-,-,-,-,-,-,-,13.48,0.04%
CELP,84.20M,11.93%,5.80%,28.30%,17.10%,3.00,3.00,2.36,2.36,14.00%,6.30%,2.80%,Mar 18/b,7.04,-3.30%
HIE,-,11.90%,-,-,-,-,-,-,-,-,-,-,-,11.68,-0.17%
VGI,-,11.87%,-,-,-,-,-,-,-,-,-,-,-,12.72,-0.16%
GLV,77.70M,11.81%,-,-,-,-,-,-,-,-,-,-,-,11.09,-0.89%
WMC,505.55M,11.81%,0.50%,5.30%,0.60%,-,-,7.71,7.71,26.30%,13.70%,13.20%,May 07/a,10.50,-0.85%
GER,-,11.81%,-,-,-,-,-,-,-,-,-,-,-,5.42,0.00%
GECC,90.33M,11.79%,-,-,-,-,-,-,-,-,-,-,Mar 13/b,8.48,-1.40%
DSE,-,11.79%,-,-,-,-,-,-,-,-,-,-,-,5.09,-0.20%
BKS,365.92M,11.79%,0.30%,1.20%,-25.00%,1.10,0.10,0.27,0.27,30.10%,0.60%,0.10%,Jun 06/b,5.09,-0.59%
EARN,142.32M,11.74%,-0.60%,-6.70%,1.00%,-,-,0.00,9.63,33.10%,30.40%,-20.70%,May 02/a,11.58,-1.45%
CPLP,198.48M,11.73%,-0.80%,-1.20%,2.00%,0.60,0.50,0.44,0.50,83.40%,9.40%,-3.90%,May 06,10.74,-1.92%
CCR,478.60M,11.73%,13.70%,31.10%,19.10%,0.60,0.50,0.79,0.81,-,20.50%,18.30%,May 02,17.48,-1.91%
SNP,97.68B,11.67%,2.60%,5.40%,7.10%,0.80,0.40,0.20,0.36,18.00%,2.20%,1.30%,May 09,73.89,-2.29%
JMLP,-,11.66%,-,-,-,-,-,-,-,-,-,-,-,6.43,0.00%
PGP,135.09M,11.63%,-,-,-,-,-,-,-,-,-,-,-,12.55,-0.40%
AFIN,1.00B,11.55%,-1.20%,-2.30%,-0.10%,-,-,0.75,0.95,73.50%,-1.10%,-12.80%,Jun 05/b,9.52,-3.15%
REMX,-,11.54%,-,-,-,-,-,-,-,-,-,-,-,13.86,-2.05%
BKCC,429.54M,11.54%,-,-,-,-,-,-,-,-,-,-,May 01/a,6.24,0.00%
CHMI,282.18M,11.50%,1.50%,10.80%,1.80%,-,-,0.53,5.95,45.80%,-,34.00%,Mar 18/a,17.05,-0.58%
EOD,-,11.45%,-,-,-,-,-,-,-,-,-,-,-,5.24,-1.13%
PEI,560.63M,11.44%,-5.60%,-25.60%,-4.20%,-,-,3.77,3.77,61.00%,-24.50%,-38.00%,May 02/a,7.34,-4.43%
MPVD,220.51M,11.43%,-,-,-,-,-,-,-,-,-,-,Mar 20/a,1.05,0.00%
GSM,349.42M,11.43%,4.90%,11.30%,1.80%,1.90,0.70,0.54,0.56,36.50%,8.40%,4.70%,Feb 25/a,2.10,-1.41%
TYG,1.23B,11.41%,-,-,-,-,-,-,-,-,-,-,-,22.96,0.00%
NGL,1.72B,11.39%,5.10%,16.30%,2.40%,1.20,0.90,0.90,1.06,3.40%,0.70%,1.30%,May 29/b,13.70,0.51%
AINV,1.11B,11.38%,2.50%,4.40%,5.80%,-,-,0.76,0.76,56.90%,49.80%,23.80%,May 16/a,15.82,-0.38%
ARLP,2.37B,11.37%,16.00%,29.80%,19.60%,1.50,1.30,0.49,0.60,94.30%,18.60%,18.20%,Apr 29/b,18.64,-3.67%
IAF,120.08M,11.36%,-,-,-,-,-,-,-,-,-,-,-,5.28,-1.68%
MRCC,250.18M,11.35%,1.10%,2.20%,5.50%,-,-,1.24,0.00,58.50%,54.70%,10.00%,May 07/a,12.33,-0.48%
IFN,575.51M,11.34%,-,-,-,-,-,-,-,-,-,-,-,20.82,-1.61%
ACP,-,11.32%,-,-,-,-,-,-,-,-,-,-,-,12.72,-1.01%
CPTA,142.24M,11.30%,-,-,-,-,-,-,-,-,-,-,May 06/a,8.85,0.80%
GNL,1.57B,11.22%,0.00%,0.00%,2.10%,-,-,1.24,0.00,79.80%,24.80%,0.10%,May 09/b,18.98,-1.61%
THW,-,11.22%,-,-,-,-,-,-,-,-,-,-,-,12.48,-1.58%
QYLD,-,11.21%,-,-,-,-,-,-,-,-,-,-,-,22.65,-1.26%
MTEX,45.64M,11.17%,-5.50%,-12.50%,-16.50%,1.30,0.90,0.04,0.07,80.10%,-0.10%,-2.20%,Jun 10/b,17.90,-0.56%
IVR,2.05B,11.15%,-0.60%,-6.20%,1.50%,-,-,0.96,8.85,41.00%,39.90%,-17.90%,May 22/a,16.14,-0.19%
IGD,636.83M,11.13%,-,-,-,-,-,-,-,-,-,-,-,6.56,-1.06%
OFS,163.49M,11.11%,-,-,-,-,-,-,-,-,-,-,May 03/b,12.24,-1.29%
OCCI,45.12M,11.10%,-,-,-,-,-,-,-,-,-,-,-,18.01,0.61%
CLNC,2.00B,11.10%,-2.00%,-5.80%,0.30%,-,-,2.07,2.07,67.70%,12.40%,-35.40%,May 08/a,15.68,-1.07%
SUN,2.43B,11.08%,-5.70%,-31.90%,5.40%,1.00,0.60,3.80,3.81,6.60%,1.40%,-1.70%,May 22/a,29.79,-1.62%
BCV,113.88M,11.08%,-,-,-,-,-,-,-,-,-,-,-,21.67,-0.55%
GNT,-,11.07%,-,-,-,-,-,-,-,-,-,-,-,5.42,-0.40%
DLNG,113.91M,11.01%,-,-,-,5.40,-,3.57,0.00,78.10%,-,-,Mar 21/a,2.27,-1.94%
DMLP,625.29M,11.01%,58.10%,60.70%,63.60%,62.00,62.00,0.00,0.00,92.50%,73.50%,70.90%,May 30,18.80,1.51%
TTP,148.44M,11.00%,-,-,-,-,-,-,-,-,-,-,-,14.82,-0.40%
GLO,311.93M,10.95%,-,-,-,-,-,-,-,-,-,-,-,9.68,-2.12%
QUAD,541.75M,10.95%,0.30%,1.70%,4.80%,1.10,0.80,2.02,2.13,18.20%,1.40%,0.20%,May 01/b,10.96,-2.14%
SFL,1.37B,10.95%,2.10%,6.10%,3.10%,1.00,1.00,1.93,2.21,69.30%,28.10%,17.60%,May 28/b,12.79,-0.78%
MFA,3.29B,10.94%,2.50%,8.50%,2.70%,-,-,0.00,2.31,62.20%,49.20%,46.40%,May 07/b,7.31,-2.14%
SHI,7.24B,10.94%,12.80%,19.10%,13.30%,1.80,1.20,0.00,0.02,6.00%,5.80%,5.60%,May 10/a,43.52,-2.00%
JMF,-,10.92%,-,-,-,-,-,-,-,-,-,-,-,9.16,-0.54%
AUO,3.40B,10.91%,2.40%,5.00%,0.90%,1.20,1.00,0.28,0.43,9.10%,1.90%,3.30%,Apr 25/b,3.39,-2.02%
DEX,-,10.89%,-,-,-,-,-,-,-,-,-,-,-,9.73,-1.72%
GOF,-,10.85%,-,-,-,-,-,-,-,-,-,-,-,20.18,0.25%
RA,-,10.84%,-,-,-,-,-,-,-,-,-,-,-,22.04,-0.45%
VEDL,8.81B,10.83%,-0.70%,-2.10%,13.40%,1.00,0.80,0.64,1.07,27.10%,23.00%,-1.30%,May 09/b,9.51,-1.65%
MFD,95.05M,10.79%,-,-,-,-,-,-,-,-,-,-,-,11.12,-0.54%
MCN,186.57M,10.78%,-,-,-,-,-,-,-,-,-,-,-,6.68,-1.47%
FGB,-,10.77%,-,-,-,-,-,-,-,-,-,-,-,6.50,0.46%
GMZ,-,10.77%,-,-,-,-,-,-,-,-,-,-,-,7.80,-0.89%
SRV,-,10.76%,-,-,-,-,-,-,-,-,-,-,-,10.04,-0.30%
KNOP,643.27M,10.70%,3.90%,11.50%,7.50%,0.40,0.40,1.54,1.71,79.70%,46.00%,26.30%,Mar 14/b,19.44,-0.56%
FTF,218.13M,10.67%,-,-,-,-,-,-,-,-,-,-,-,9.65,-0.21%
GLOP,960.48M,10.67%,3.80%,11.10%,8.60%,1.10,1.10,1.41,1.50,78.50%,49.60%,25.70%,Apr 25/b,20.62,-0.96%
COMT,-,10.64%,-,-,-,-,-,-,-,-,-,-,-,32.32,-1.19%
FEN,435.66M,10.64%,-,-,-,-,-,-,-,-,-,-,-,21.80,-0.27%
PSEC,2.49B,10.62%,-,-,-,-,-,-,-,-,-,-,May 08/a,6.78,-0.29%
CIM,3.53B,10.60%,1.50%,9.90%,1.60%,-,-,2.33,6.11,43.30%,32.40%,29.00%,May 01/b,18.87,-0.79%
GGM,-,10.58%,-,-,-,-,-,-,-,-,-,-,-,20.60,-0.46%
IEP,14.31B,10.56%,6.20%,29.60%,3.90%,-,-,1.00,1.00,22.40%,4.90%,15.40%,May 30/b,75.73,-0.93%
RC,664.71M,10.53%,2.10%,10.80%,0.60%,-,-,4.23,0.00,34.90%,11.20%,33.70%,Mar 12/a,15.19,0.07%
APU,3.33B,10.51%,2.10%,13.60%,10.70%,0.70,0.50,5.47,6.27,52.60%,10.50%,2.90%,May 06/a,36.14,-1.23%
IID,-,10.51%,-,-,-,-,-,-,-,-,-,-,-,5.90,-1.99%
GGT,206.30M,10.50%,-,-,-,-,-,-,-,-,-,-,-,8.38,-0.95%
SPH,1.41B,10.50%,3.10%,12.30%,8.70%,1.00,0.70,2.66,2.66,53.70%,10.80%,5.00%,May 09/b,22.86,0.13%
IRL,46.58M,10.48%,-,-,-,-,-,-,-,-,-,-,-,9.35,-0.85%
MBT,7.86B,10.47%,-,-,16.70%,0.90,0.80,7.81,8.10,63.30%,-,-,Mar 25/b,7.83,-3.09%
HEQ,-,10.44%,-,-,-,-,-,-,-,-,-,-,-,14.37,-1.17%
FEI,-,10.43%,-,-,-,-,-,-,-,-,-,-,-,11.51,-0.52%
EQM,5.32B,10.41%,3.30%,6.70%,8.20%,0.50,0.50,0.85,0.00,-,48.60%,16.20%,Apr 30/b,43.44,-0.32%
DKL,792.82M,10.40%,9.80%,-52.10%,21.90%,0.90,0.70,-,-,28.90%,19.10%,9.80%,May 06/b,31.14,1.50%
HDLV,-,10.39%,-,-,-,-,-,-,-,-,-,-,-,26.74,-1.85%
GEL,2.60B,10.37%,-1.10%,-4.10%,3.30%,1.30,1.10,2.03,2.03,21.80%,5.80%,-2.60%,May 02/b,21.22,-1.67%
ROYT,86.03M,10.36%,6.00%,6.00%,6.20%,-,-,0.00,0.00,-,83.90%,83.50%,May 08,2.22,-1.77%
CHS,402.36M,10.36%,3.20%,5.50%,4.90%,1.80,0.90,0.10,0.10,35.80%,2.00%,1.60%,Jun 05/b,3.38,-1.74%
PNNT,473.47M,10.34%,-,-,-,-,-,-,-,-,-,-,May 09/a,6.96,0.00%
SZC,-,10.28%,-,-,-,-,-,-,-,-,-,-,-,15.95,-1.24%
GLP,655.75M,10.27%,4.20%,23.60%,12.20%,1.50,0.80,2.39,2.63,5.10%,1.60%,0.80%,May 09/b,19.47,-1.82%
CRT,75.27M,10.26%,81.70%,97.00%,100.70%,-,-,0.00,0.00,-,94.00%,93.50%,Apr 01,12.38,-0.32%
BGCP,2.68B,10.22%,3.00%,21.40%,6.10%,-,-,0.99,1.00,99.00%,8.40%,10.00%,May 07/b,5.48,-1.08%
FAX,1.02B,10.22%,-,-,-,-,-,-,-,-,-,-,-,4.11,-0.12%
HRZN,159.35M,10.20%,-,-,-,-,-,-,-,-,-,-,Apr 30/a,11.77,-0.42%
JE,541.80M,10.19%,-,-,-,-,-,-,-,-,-,-,May 15/a,3.63,-1.09%
FCO,71.97M,10.18%,-,-,-,-,-,-,-,-,-,-,-,8.25,0.60%
FDEU,-,10.18%,-,-,-,-,-,-,-,-,-,-,-,14.25,-1.66%
TNK,313.96M,10.17%,-2.40%,-5.50%,0.40%,1.10,1.10,1.04,1.17,22.00%,1.00%,-7.00%,May 23/b,1.18,-1.67%
CHW,487.40M,10.17%,-,-,-,-,-,-,-,-,-,-,-,8.26,-1.43%
GLQ,146.64M,10.15%,-,-,-,-,-,-,-,-,-,-,-,13.30,-2.92%
AWP,505.62M,10.14%,-,-,-,-,-,-,-,-,-,-,-,5.92,-0.34%
TPVG,352.87M,10.11%,-,-,-,-,-,-,-,-,-,-,May 01/a,14.24,-0.90%
CDMOP,1.45B,10.11%,-,-,-,-,-,-,-,-,-,-,-,25.93,0.20%
DMO,-,10.08%,-,-,-,-,-,-,-,-,-,-,-,20.84,0.00%
