Action,Ticker,Market Cap,Div,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Earnings,Price,Change,Volume
ADDED,TNK,313.96M,10.17%,-2.40%,-5.50%,0.40%,1.10,1.10,1.04,1.17,22.00%,1.00%,-7.00%,May 23/b,1.18,-1.67%
ADDED,GLQ,146.64M,10.15%,-,-,-,-,-,-,-,-,-,-,-,13.30,-2.92%
ADDED,FEO,70.69M,10.02%,-,-,-,-,-,-,-,-,-,-,-,13.97,-0.90%
REMOVED,DCP,4.36B,10.27%,0.60%,1.30%,1.90%,0.70,0.60,0.75,0.83,18.40%,2.30%,0.90%,May 06/a,30.37,-1.36%
