Ticker,Market Cap,Div,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Earnings,Price,Change,Volume
EDI,-,14.78%,-,-,-,-,-,-,-,-,-,-,-,12.25,2.08%
SMLP,1.18B,14.74%,-0.10%,-0.20%,-2.10%,1.10,1.10,1.26,1.26,64.00%,-7.80%,-0.40%,Nov 08/a,15.60,3.04%
RIV,-,14.67%,-,-,-,-,-,-,-,-,-,-,-,17.18,0.29%
PVL,89.74M,14.65%,49.90%,49.90%,47.50%,-,-,0.00,0.00,-,98.20%,98.40%,Nov 02,2.73,0.74%
HCLP,686.70M,14.49%,16.80%,24.80%,9.40%,2.70,2.20,0.53,0.53,30.10%,24.10%,22.80%,Oct 30/a,6.21,-2.36%
CCLP,222.43M,14.48%,-5.40%,-49.50%,-0.10%,2.30,1.50,9.48,9.48,33.40%,2.50%,-12.70%,Nov 07/b,5.18,11.40%
ORC,346.13M,14.44%,-0.60%,-5.70%,0.10%,-,-,0.00,8.45,-35.30%,-45.70%,-45.90%,Oct 25/a,6.65,0.61%
USAC,1.30B,14.43%,-1.00%,-3.40%,-,1.40,0.90,1.11,1.11,63.40%,7.10%,-5.90%,Nov 06/b,14.55,2.61%
SDT,33.63M,14.40%,17.60%,17.60%,20.50%,-,-,0.00,0.00,88.60%,63.20%,64.10%,Nov 13/a,1.25,-2.34%
ECT,32.18M,14.36%,9.00%,9.20%,11.20%,-,-,0.00,0.00,-,79.00%,79.50%,Nov 15/b,1.81,2.84%
GGN,572.55M,14.22%,-,-,-,-,-,-,-,-,-,-,-,4.22,0.48%
AVH,223.47M,14.21%,-0.10%,-0.30%,5.30%,0.50,0.50,2.88,3.37,44.90%,5.60%,-0.10%,Nov 13/a,5.42,-1.63%
CHW,474.42M,14.18%,-,-,-,-,-,-,-,-,-,-,-,8.04,1.52%
NGL,1.31B,14.13%,-3.90%,-13.60%,2.40%,2.00,1.50,1.74,1.74,2.60%,0.00%,-1.30%,Nov 08/b,11.04,6.56%
FPL,-,14.13%,-,-,-,-,-,-,-,-,-,-,-,8.92,2.06%
MLPQ,-,14.09%,-,-,-,-,-,-,-,-,-,-,-,30.66,2.62%
GARS,126.33M,14.09%,3.10%,7.00%,4.10%,-,-,1.29,1.29,59.30%,46.10%,33.80%,Nov 06/a,7.95,-1.49%
TCRD,250.61M,14.08%,-,-,-,-,-,-,-,-,-,-,Nov 07/a,7.67,0.26%
CVRR,2.86B,14.01%,17.40%,30.40%,11.40%,1.90,1.20,0.37,0.37,7.90%,6.60%,6.20%,Oct 24/a,17.99,5.14%
ECC,367.95M,13.92%,-,-,-,-,-,-,-,-,-,-,Nov 14/b,17.24,1.65%
MSB,359.87M,13.84%,164.20%,242.70%,316.00%,9.90,9.90,0.00,0.00,-,97.50%,97.30%,Nov 15/a,27.16,3.15%
EARN,138.15M,13.69%,0.30%,2.70%,1.40%,-,-,0.00,8.82,41.70%,38.90%,9.30%,Nov 05/a,10.81,0.75%
SRLP,444.37M,13.66%,2.50%,17.80%,7.00%,1.80,1.00,3.52,3.92,7.90%,2.10%,0.80%,Nov 07/b,19.55,-17.51%
USDP,279.03M,13.63%,7.20%,27.30%,11.30%,2.40,2.20,2.65,2.65,62.10%,24.50%,18.90%,Nov 05/a,10.49,-0.10%
IFN,582.14M,13.49%,-,-,-,-,-,-,-,-,-,-,-,21.06,2.73%
DVHL,-,13.48%,-,-,-,-,-,-,-,-,-,-,-,18.40,1.97%
SMRT,100.35M,13.45%,-1.80%,-17.00%,-8.40%,1.10,0.20,0.87,3.10,26.90%,-0.60%,-0.70%,Nov 14/a,2.23,3.24%
EUFL,-,13.30%,-,-,-,-,-,-,-,-,-,-,-,30.75,3.40%
MNDO,43.30M,13.27%,20.30%,27.20%,23.70%,4.10,4.10,0.00,0.00,64.10%,28.30%,28.30%,Nov 12/b,2.26,0.00%
KCAP,114.48M,12.99%,-,-,-,-,-,-,-,-,-,-,Nov 06/a,3.08,0.00%
EEP,3.56B,12.94%,1.50%,14.40%,12.90%,0.30,-,5.05,5.49,88.10%,42.80%,9.40%,Nov 01/a,10.82,-0.28%
CAPL,590.04M,12.92%,1.50%,9.10%,5.30%,0.80,0.60,4.14,4.16,7.10%,1.30%,0.60%,Nov 07/b,16.25,5.11%
EEQ,1.08B,12.89%,-,-,-,-,-,0.00,0.00,-,-,-,Aug 30,10.86,-0.09%
ANH,432.85M,12.76%,0.50%,4.90%,1.10%,-,-,0.07,7.70,37.10%,22.80%,17.30%,Nov 08/a,4.39,0.69%
NYMT,854.69M,12.72%,0.80%,14.10%,0.80%,-,-,14.52,14.52,30.30%,24.00%,19.40%,Nov 05/a,6.29,-0.32%
WHLRP,-,12.68%,-,-,-,-,-,-,-,-,-,-,-,17.75,-0.50%
GPP,484.84M,12.59%,61.90%,-90.80%,88.00%,1.20,1.20,-,-,-,60.20%,54.40%,Nov 08/b,15.09,0.20%
CYCCP,58.19M,12.37%,-,-,-,-,-,-,-,-,-,-,-,4.85,0.00%
SUN,2.24B,12.33%,0.30%,1.40%,4.70%,1.10,0.70,2.84,2.85,8.90%,1.70%,0.10%,Nov 07/a,26.77,1.36%
GECC,86.71M,12.29%,-,-,-,-,-,-,-,-,-,-,Nov 05,8.14,0.62%
CMFN,111.11M,12.29%,-,-,-,-,-,-,-,-,-,-,Nov 07/a,8.14,1.75%
CPTA,130.73M,12.24%,-,-,-,-,-,-,-,-,-,-,Nov 05/a,8.17,1.24%
TEO,2.40B,12.23%,-0.60%,-1.20%,23.70%,0.50,0.40,0.24,0.52,79.50%,20.10%,-0.90%,Nov 30/a,18.81,0.21%
WMC,485.38M,12.14%,1.40%,14.50%,2.20%,-,-,7.31,7.31,49.90%,35.80%,34.90%,Nov 07/a,10.21,0.10%
FTF,212.70M,12.11%,-,-,-,-,-,-,-,-,-,-,-,9.41,0.86%
CELP,81.34M,12.10%,5.30%,26.80%,2.70%,3.10,3.10,2.43,2.43,13.10%,5.30%,2.90%,Nov 12/a,6.94,-2.18%
MRCC,239.38M,12.10%,2.90%,5.10%,5.20%,-,-,0.87,0.87,57.30%,53.60%,25.10%,Nov 06/a,11.57,-8.25%
EMO,-,12.10%,-,-,-,-,-,-,-,-,-,-,-,10.58,2.12%
NLY,12.99B,12.08%,2.90%,23.10%,1.60%,-,-,0.64,6.64,67.40%,61.20%,58.60%,Oct 31/a,9.93,-0.20%
DLNG,427.00M,12.08%,0.80%,3.30%,6.70%,2.80,2.60,3.19,3.20,79.10%,47.30%,6.00%,Dec 04/b,8.28,1.47%
AGNC,8.65B,12.04%,1.60%,13.10%,-,-,-,0.04,5.74,60.40%,47.70%,46.00%,Oct 24/a,17.94,0.84%
LMLP,-,12.04%,-,-,-,-,-,-,-,-,-,-,-,14.87,2.48%
OFS,151.66M,11.97%,-,-,-,-,-,-,-,-,-,-,Nov 02/b,11.36,-1.47%
BKCC,428.23M,11.94%,-,-,-,-,-,-,-,-,-,-,Oct 31/a,6.03,-0.50%
DX,345.67M,11.92%,1.80%,14.40%,1.10%,-,-,0.01,6.29,50.50%,67.70%,56.60%,Oct 31/b,6.04,0.83%
IAF,122.13M,11.92%,-,-,-,-,-,-,-,-,-,-,-,5.37,1.13%
GLO,322.24M,11.90%,-,-,-,-,-,-,-,-,-,-,-,10.00,2.35%
SDLP,309.47M,11.83%,3.00%,14.90%,9.10%,2.10,2.10,2.09,2.31,67.90%,40.70%,17.20%,Nov 20/b,3.38,0.00%
MTEX,40.66M,11.81%,-3.90%,-7.80%,-4.20%,1.40,1.10,0.03,0.06,80.30%,0.30%,-1.70%,Nov 06/b,16.94,0.54%
UNIT,3.54B,11.76%,0.40%,-1.10%,8.70%,0.20,0.20,-,-,-,31.00%,1.60%,Nov 01/a,20.41,2.46%
VGR,1.95B,11.70%,6.30%,-18.80%,21.00%,1.40,1.20,-,-,30.90%,11.80%,4.60%,Nov 07/b,13.67,1.71%
FMO,390.91M,11.70%,-,-,-,-,-,-,-,-,-,-,-,11.03,2.51%
LMRK,321.55M,11.68%,2.10%,5.20%,4.30%,-,-,1.60,1.60,98.80%,63.00%,27.30%,Nov 07/b,12.59,-8.17%
NRO,219.55M,11.66%,-,-,-,-,-,-,-,-,-,-,-,4.63,1.31%
GPM,396.48M,11.64%,-,-,-,-,-,-,-,-,-,-,-,8.25,2.10%
FEN,396.92M,11.57%,-,-,-,-,-,-,-,-,-,-,-,20.06,1.21%
GLV,81.27M,11.55%,-,-,-,-,-,-,-,-,-,-,-,11.60,2.11%
OXSQ,340.58M,11.54%,-,-,-,-,-,-,-,-,-,-,Oct 30/b,6.93,1.32%
SMTA,490.64M,11.53%,-,-,-0.20%,-,-,9.88,9.88,-,-,-,Nov 09/b,11.45,0.26%
NRZ,5.88B,11.51%,5.10%,23.00%,4.90%,-,-,1.26,3.77,63.30%,54.30%,50.90%,Oct 25/b,17.37,0.64%
PLYM,61.94M,11.50%,-7.00%,992.10%,-1.10%,0.50,0.50,-,-,65.10%,-15.30%,-53.40%,Nov 13/b,13.04,2.84%
SACH,65.33M,11.48%,10.40%,14.10%,7.50%,-,-,0.00,0.40,87.10%,72.90%,73.30%,-,4.18,0.48%
CNSL,949.31M,11.44%,1.50%,10.80%,1.70%,0.80,0.80,4.54,4.60,57.60%,2.20%,4.60%,Nov 01/b,13.55,0.37%
SSI,49.98M,11.43%,-7.00%,-18.80%,-5.60%,2.80,0.40,0.91,0.92,23.20%,-3.20%,-3.70%,Nov 15/b,1.75,0.57%
TPVG,305.04M,11.41%,-,-,-,-,-,-,-,-,-,-,Oct 31/a,12.62,0.56%
PHK,1.10B,11.40%,-,-,-,-,-,-,-,-,-,-,-,8.51,1.43%
NTG,-,11.39%,-,-,-,-,-,-,-,-,-,-,-,14.84,1.09%
MITT,493.89M,11.35%,1.70%,11.60%,-,-,-,0.03,4.95,53.90%,45.60%,43.60%,Nov 07/a,17.62,0.51%
FSIC,1.60B,11.34%,-,-,-,-,-,-,-,-,-,-,Nov 07/a,6.70,0.75%
MARPS,6.36M,11.32%,-,-,-,-,-,-,-,-,-,-,Nov 13/b,3.18,-1.69%
CPLP,399.65M,11.31%,-,-,4.70%,0.50,0.50,-,-,89.20%,-,-,Oct 31/b,2.83,1.07%
MFA,2.85B,11.25%,2.80%,9.30%,3.20%,-,-,0.00,1.84,66.30%,53.50%,50.70%,Nov 06/b,7.11,0.71%
GLQ,151.27M,11.22%,-,-,-,-,-,-,-,-,-,-,-,13.72,2.39%
CBA,-,11.22%,-,-,-,-,-,-,-,-,-,-,-,7.13,2.30%
FGB,-,11.22%,-,-,-,-,-,-,-,-,-,-,-,6.24,0.65%
BKEPP,-,11.18%,-,-,-,-,-,-,-,-,-,-,-,6.35,0.00%
CTR,-,11.15%,-,-,-,-,-,-,-,-,-,-,-,10.40,1.46%
SITC,2.28B,11.15%,-3.90%,-11.60%,-3.10%,-,-,1.66,1.66,72.60%,-12.20%,-30.60%,Oct 24/a,12.02,0.84%
JE,508.95M,11.14%,-,-,-,-,-,-,-,-,-,-,Nov 07/a,3.41,0.59%
AINV,1.14B,11.13%,-,-,-,-,-,-,-,-,-,-,Oct 30/a,5.39,-0.37%
OPP,-,11.09%,-,-,-,-,-,-,-,-,-,-,-,16.23,0.06%
MCC,196.65M,11.08%,-,-,-,-,-,-,-,-,-,-,Dec 06/a,3.61,0.28%
IVR,1.70B,11.02%,1.70%,15.40%,1.70%,-,-,0.86,7.98,49.80%,48.40%,51.50%,Nov 12/a,15.24,-0.13%
FDUS,346.40M,11.02%,-,-,-,-,-,-,-,-,-,-,Nov 01/a,14.16,0.71%
PRT,153.90M,10.99%,-,-,-,-,-,-,-,-,-,-,-,12.65,0.40%
GOF,-,10.95%,-,-,-,-,-,-,-,-,-,-,-,20.00,1.57%
CHI,730.42M,10.94%,-,-,-,-,-,-,-,-,-,-,-,10.42,1.76%
MFD,93.74M,10.93%,-,-,-,-,-,-,-,-,-,-,-,10.98,4.27%
IID,-,10.92%,-,-,-,-,-,-,-,-,-,-,-,5.68,0.89%
GMLP,1.05B,10.91%,3.60%,14.30%,10.50%,0.50,0.50,2.04,2.54,78.40%,44.20%,23.60%,Dec 10/b,14.85,3.85%
ENLK,5.11B,10.90%,1.10%,4.00%,4.90%,0.70,0.60,1.38,1.53,-,6.40%,1.60%,Nov 06/a,14.31,-2.19%
SXCP,673.37M,10.90%,8.50%,25.30%,-2.10%,1.30,0.70,1.43,1.44,29.10%,16.10%,15.70%,Oct 25/b,14.68,1.59%
SFL,1.55B,10.89%,2.80%,7.50%,5.60%,0.50,0.50,0.95,1.54,66.40%,32.80%,23.60%,Nov 21/b,12.85,0.86%
CCT,1.84B,10.86%,-,-,-,-,-,-,-,-,-,-,Nov 07/a,14.83,1.02%
IGD,654.30M,10.83%,-,-,-,-,-,-,-,-,-,-,-,6.74,1.51%
ABDC,89.97M,10.83%,-,-,-,-,-,-,-,-,-,-,Nov 05,6.65,4.40%
DSE,-,10.81%,-,-,-,-,-,-,-,-,-,-,-,5.55,2.40%
NHF,-,10.81%,-,-,-,-,-,-,-,-,-,-,-,22.21,-0.22%
ATTO,460.59M,10.79%,-1.50%,-5.60%,9.40%,1.50,1.50,1.29,1.48,-,4.80%,-1.10%,Nov 12/a,6.30,1.78%
PGP,145.75M,10.78%,-,-,-,-,-,-,-,-,-,-,-,13.54,0.82%
ARLP,2.55B,10.78%,15.70%,29.70%,18.80%,1.10,0.90,0.34,0.42,95.20%,19.10%,18.00%,Oct 29/b,19.48,0.67%
HCFT,82.39M,10.72%,-0.40%,-8.10%,0.20%,-,-,0.17,0.17,-45.30%,-,-19.60%,Nov 15/a,3.45,0.88%
ERC,386.05M,10.71%,-,-,-,-,-,-,-,-,-,-,-,11.76,1.29%
RC,479.57M,10.71%,2.20%,10.50%,0.80%,-,-,3.81,0.00,39.80%,11.00%,35.70%,Nov 07/a,14.94,-0.40%
MTBCP,304.81M,10.69%,-,-,-,-,-,-,-,-,-,-,-,25.73,0.16%
CHY,818.81M,10.69%,-,-,-,-,-,-,-,-,-,-,-,11.23,0.90%
SBGL,1.42B,10.69%,0.60%,2.00%,0.70%,1.80,1.30,1.11,1.13,8.20%,1.80%,0.90%,-,2.48,-1.98%
HDLV,-,10.67%,-,-,-,-,-,-,-,-,-,-,-,25.68,3.26%
CEM,-,10.67%,-,-,-,-,-,-,-,-,-,-,-,13.31,1.99%
SPH,1.38B,10.66%,3.50%,13.30%,6.20%,1.10,0.70,2.18,2.18,57.10%,11.50%,5.70%,Nov 15/b,22.51,0.76%
CIM,3.49B,10.66%,2.60%,15.70%,2.60%,-,-,2.30,5.15,47.00%,51.70%,48.50%,Oct 31/b,18.77,0.75%
GER,-,10.65%,-,-,-,-,-,-,-,-,-,-,-,6.01,2.21%
CHMI,289.96M,10.65%,3.50%,26.10%,2.40%,-,-,0.26,5.74,67.40%,64.50%,56.70%,Nov 07/a,18.41,1.10%
FEI,-,10.58%,-,-,-,-,-,-,-,-,-,-,-,11.34,1.16%
FAX,1.01B,10.53%,-,-,-,-,-,-,-,-,-,-,-,3.99,0.00%
JMLP,-,10.49%,-,-,-,-,-,-,-,-,-,-,-,7.15,2.29%
NEWM,896.72M,10.48%,2.30%,4.50%,2.40%,1.30,1.10,0.55,0.56,-,4.30%,2.10%,Oct 31/b,14.51,2.04%
CCR,535.86M,10.46%,12.40%,29.00%,12.20%,0.60,0.40,0.83,0.85,-,19.80%,17.40%,Oct 29,19.60,-1.51%
KYN,2.17B,10.44%,-,-,-,-,-,-,-,-,-,-,-,17.24,2.74%
EFC,473.03M,10.44%,1.80%,9.30%,1.70%,-,-,0.47,2.84,51.80%,33.10%,51.10%,Nov 07/a,15.71,1.81%
HCAP,69.99M,10.42%,-,-,-,-,-,-,-,-,-,-,Nov 08/b,10.94,4.19%
CIF,47.29M,10.42%,-,-,-,-,-,-,-,-,-,-,-,2.40,-0.41%
SCM,208.52M,10.41%,-,-,-,-,-,-,-,-,-,-,Nov 07/b,13.07,4.81%
TYG,1.33B,10.41%,-,-,-,-,-,-,-,-,-,-,-,25.18,1.82%
PSEC,2.54B,10.36%,-,-,-,-,-,-,-,-,-,-,Nov 06/a,6.95,1.91%
WHF,282.30M,10.33%,-,-,-,-,-,-,-,-,-,-,Nov 06/b,13.74,2.08%
DKL,763.61M,10.32%,11.00%,34.30%,14.80%,2.40,1.80,4.25,4.25,31.50%,17.60%,9.70%,Nov 06/a,30.63,-0.33%
TTP,-,10.31%,-,-,-,-,-,-,-,-,-,-,-,15.80,2.29%
EQM,5.19B,10.30%,7.00%,12.20%,7.70%,0.30,0.30,0.69,0.00,-,71.60%,35.90%,Oct 25/b,43.29,-1.37%
NEWT,369.75M,10.29%,0.00%,0.00%,-,-,-,0.89,0.00,-,25.30%,0.00%,Nov 07/a,19.43,-2.12%
SHI,7.23B,10.29%,18.20%,26.70%,16.30%,1.60,1.10,0.00,0.05,9.00%,8.50%,8.00%,Nov 20/a,46.28,-0.04%
HIHO,14.77M,10.26%,7.90%,12.30%,12.20%,2.90,2.40,0.00,0.00,35.80%,9.70%,7.90%,Nov 26/b,3.90,1.24%
SIR,1.81B,10.26%,1.60%,3.70%,3.10%,-,-,1.03,1.03,77.80%,26.50%,16.00%,Oct 29/b,19.89,0.61%
GGT,208.87M,10.26%,-,-,-,-,-,-,-,-,-,-,-,8.58,1.78%
MFV,39.82M,10.22%,-,-,-,-,-,-,-,-,-,-,-,5.58,0.59%
GME,1.49B,10.20%,-0.90%,-2.00%,4.40%,1.50,0.50,0.39,0.39,32.70%,0.80%,-0.50%,Dec 06/a,14.90,-0.33%
THW,-,10.20%,-,-,-,-,-,-,-,-,-,-,-,13.73,2.62%
LKSD,346.80M,10.20%,-3.40%,-26.70%,3.60%,1.30,1.00,3.08,4.14,14.60%,0.10%,-1.70%,Nov 01/b,10.20,0.10%
KNOP,690.95M,10.20%,5.10%,14.90%,5.80%,0.50,0.50,1.61,1.73,79.00%,44.90%,35.80%,Dec 04/b,20.40,0.00%
MLPZ,-,10.19%,-,-,-,-,-,-,-,-,-,-,-,35.90,2.91%
CCD,-,10.19%,-,-,-,-,-,-,-,-,-,-,-,19.63,2.13%
HRZN,135.97M,10.18%,-,-,-,-,-,-,-,-,-,-,Oct 30/a,11.79,0.86%
DBL,-,10.16%,-,-,-,-,-,-,-,-,-,-,-,19.69,1.10%
TCPC,835.05M,10.14%,-,-,-,-,-,-,-,-,-,-,Nov 08/b,14.20,0.92%
CDMOP,1.45B,10.14%,-,-,-,-,-,-,-,-,-,-,-,25.85,0.37%
KMF,-,10.14%,-,-,-,-,-,-,-,-,-,-,-,11.84,1.98%
DMO,-,10.11%,-,-,-,-,-,-,-,-,-,-,-,22.55,1.17%
ARR,947.33M,10.11%,1.90%,12.80%,-,-,-,0.00,5.97,62.70%,48.30%,43.70%,Oct 31/a,22.55,0.62%
ANDX,9.25B,10.11%,5.30%,15.70%,9.70%,0.90,0.90,1.57,1.57,35.30%,21.80%,11.70%,Nov 07/b,40.77,0.79%
EXG,-,10.09%,-,-,-,-,-,-,-,-,-,-,-,9.02,3.09%
PNNT,500.41M,10.07%,-,-,-,-,-,-,-,-,-,-,Nov 15/a,7.15,-0.42%
DPG,-,10.06%,-,-,-,-,-,-,-,-,-,-,-,13.91,2.73%
CTL,22.76B,10.06%,2.30%,7.80%,2.90%,1.00,1.00,1.60,1.62,53.00%,11.90%,7.60%,Nov 08/a,21.47,1.51%
DHY,247.28M,10.04%,-,-,-,-,-,-,-,-,-,-,-,2.39,0.42%
