Ticker,Market Cap,Div,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Earnings,Price,Change,Volume
BCRH,54.55M,19.29%,-2.10%,-3.00%,-34.00%,-,-,0.00,0.00,-,-11.20%,-11.20%,Oct 29,6.05,-2.73%
SDT,27.28M,18.50%,17.60%,17.60%,20.50%,-,-,0.00,0.00,88.60%,63.20%,64.10%,Nov 20/a,0.99,1.76%
MMLP,430.22M,18.15%,4.70%,27.00%,5.40%,2.30,1.00,99.81,99.81,30.20%,5.60%,5.50%,Oct 24/a,10.73,-2.63%
MLPQ,-,17.78%,-,-,-,-,-,-,-,-,-,-,-,27.36,-5.16%
AI,258.89M,17.58%,-1.40%,-18.20%,0.40%,-,-,0.24,13.77,8.10%,-,-73.80%,Oct 23/a,8.38,-1.76%
AMJL,-,17.45%,-,-,-,-,-,-,-,-,-,-,-,15.10,-0.60%
NDP,-,17.36%,-,-,-,-,-,-,-,-,-,-,-,9.85,-2.28%
LBDC,-,17.34%,-,-,-,-,-,-,-,-,-,-,-,13.88,-2.18%
BDCL,-,17.22%,-,-,-,-,-,-,-,-,-,-,-,13.92,-2.20%
SMLP,1.01B,17.11%,-1.50%,-4.60%,-2.10%,1.00,1.00,1.29,1.29,62.00%,-8.70%,-8.90%,Nov 08/a,12.93,-3.79%
CGA,22.79M,17.09%,-1.40%,-1.70%,5.70%,4.90,4.30,0.02,0.03,25.80%,10.40%,-2.40%,Nov 21/b,0.58,-0.85%
EUFL,-,16.53%,-,-,-,-,-,-,-,-,-,-,-,27.46,-4.45%
BKEP,78.38M,16.49%,-4.50%,-3.80%,3.80%,1.10,1.10,0.63,0.63,53.00%,7.50%,-5.40%,Oct 31/a,1.88,-3.09%
DLNG,310.12M,16.47%,0.80%,3.30%,6.70%,2.80,2.60,3.19,3.20,79.10%,47.30%,6.00%,Nov 15/a,5.30,-12.60%
NGL,1.20B,16.12%,4.40%,14.70%,2.40%,1.10,0.80,0.89,1.24,3.40%,0.60%,1.20%,Nov 08/b,9.31,-3.82%
VEDL,10.69B,16.09%,0.80%,2.50%,13.40%,0.80,0.70,0.45,0.98,28.20%,24.50%,1.50%,Nov 09/b,11.15,-3.59%
CCLP,211.20M,15.92%,-5.30%,-54.80%,-0.10%,1.80,1.00,9.81,9.81,31.80%,3.20%,-11.30%,Nov 07/b,4.61,-2.12%
OXLC,335.19M,15.91%,-,-,-,-,-,-,-,-,-,-,Nov 05/b,10.06,-1.18%
CVRR,2.36B,15.79%,17.40%,30.40%,11.40%,1.90,1.20,0.37,0.37,7.90%,6.60%,6.20%,Oct 24/a,15.30,-4.12%
WPG,1.18B,15.75%,1.70%,8.80%,9.40%,-,-,3.86,3.86,67.90%,32.50%,10.30%,Oct 24/a,6.27,-1.26%
LMLP,-,15.58%,-,-,-,-,-,-,-,-,-,-,-,12.80,-2.70%
PVL,84.81M,15.56%,55.50%,55.50%,47.50%,-,-,0.00,0.00,-,97.50%,97.50%,Nov 09,2.50,-2.72%
USAC,1.30B,15.54%,-1.40%,-4.60%,-,1.30,0.80,1.21,1.21,62.20%,8.20%,-8.20%,Nov 06/b,13.20,-2.29%
EDI,-,15.29%,-,-,-,-,-,-,-,-,-,-,-,11.56,-2.32%
DVHL,-,15.28%,-,-,-,-,-,-,-,-,-,-,-,17.34,-1.51%
ZF,203.22M,15.25%,-,-,-,-,-,-,-,-,-,-,-,9.39,-0.57%
RIV,-,15.14%,-,-,-,-,-,-,-,-,-,-,-,16.34,-1.80%
GGN,542.70M,15.00%,-,-,-,-,-,-,-,-,-,-,-,3.98,-0.50%
TCRD,236.88M,14.90%,-,-,-,-,-,-,-,-,-,-,Nov 07/a,7.22,-0.41%
GARS,120.77M,14.89%,2.30%,5.50%,4.10%,-,-,1.35,1.35,57.40%,44.40%,25.90%,Nov 06/a,7.56,0.57%
FPL,-,14.70%,-,-,-,-,-,-,-,-,-,-,-,8.45,-1.40%
SRLP,415.23M,14.62%,2.00%,15.30%,7.00%,1.90,1.10,5.01,5.39,7.70%,1.90%,0.60%,Nov 07/b,18.01,-1.37%
AVH,223.34M,14.58%,-0.80%,-4.70%,5.30%,0.60,0.50,2.95,3.52,44.90%,-,-1.20%,Nov 13,5.20,-1.52%
ECT,37.53M,14.55%,-,-,11.20%,-,-,-,-,-,-,-,Nov 15/b,2.01,-5.63%
ECC,353.22M,14.50%,-,-,-,-,-,-,-,-,-,-,Nov 14/b,16.40,-0.90%
MDLY,167.41M,14.44%,-3.20%,33.50%,20.10%,-,-,-,-,-,19.10%,-5.40%,Nov 14/b,5.52,-0.36%
ORC,350.75M,14.24%,-0.60%,-5.70%,0.10%,-,-,0.00,8.45,-35.30%,-45.70%,-45.90%,Oct 25/a,6.69,-0.74%
ZTR,240.29M,13.86%,-,-,-,-,-,-,-,-,-,-,-,9.74,-0.72%
USDP,276.64M,13.75%,7.20%,27.10%,11.30%,2.10,-,2.66,2.66,62.10%,23.50%,18.40%,Nov 05/a,10.25,-1.44%
MSB,359.75M,13.71%,164.20%,242.70%,316.00%,9.90,9.90,0.00,0.00,-,97.50%,97.30%,Nov 29/a,26.80,-2.26%
EARN,137.07M,13.62%,0.00%,-0.20%,1.40%,-,-,0.00,8.82,37.10%,34.30%,-0.80%,Nov 05/a,10.92,0.46%
GPP,446.26M,13.55%,62.50%,-89.70%,88.00%,1.20,1.20,-,-,-,61.00%,54.70%,Nov 08/b,13.76,-1.89%
WHLRP,-,13.47%,-,-,-,-,-,-,-,-,-,-,-,16.67,-0.18%
TEO,2.23B,13.45%,-8.70%,-17.60%,23.70%,0.40,0.40,0.35,0.82,77.40%,19.60%,-14.10%,Nov 30/a,16.60,-2.89%
MNDO,43.12M,13.39%,21.10%,27.90%,23.70%,4.60,4.60,0.00,0.00,63.30%,27.70%,29.00%,Nov 12/b,2.24,0.00%
LADR,1.89B,13.39%,3.20%,15.60%,2.20%,-,-,3.51,3.51,72.00%,42.20%,31.40%,Nov 01/a,16.92,-0.64%
FMO,344.13M,13.29%,-,-,-,-,-,-,-,-,-,-,-,9.46,-2.54%
IFN,591.54M,13.27%,-,-,-,-,-,-,-,-,-,-,-,21.29,-0.53%
SDLP,277.30M,13.25%,3.00%,14.90%,9.10%,2.10,2.10,2.09,2.31,67.90%,40.70%,17.20%,Nov 27/b,2.90,-3.97%
SMTA,429.57M,13.21%,-,-,-0.20%,-,-,9.88,9.88,-,-,-,Nov 09/b,9.95,-0.40%
CHKR,74.36M,13.21%,44.60%,44.90%,48.20%,-,-,0.00,0.00,94.40%,85.70%,85.50%,Nov 21/b,1.58,-0.63%
NYMT,934.56M,13.16%,0.80%,13.90%,0.80%,-,-,13.61,13.61,30.40%,24.50%,19.40%,Nov 05/a,6.03,-0.82%
CELP,76.48M,13.12%,6.70%,33.10%,2.70%,3.10,3.10,2.33,2.33,14.00%,6.60%,3.50%,Nov 12/a,6.40,0.00%
NAT,433.04M,13.11%,-20.40%,-33.10%,-16.00%,2.90,2.50,0.53,0.57,10.70%,-76.80%,-89.60%,Nov 12/b,3.01,-1.31%
PRT,129.20M,13.09%,-,-,-,-,-,-,-,-,-,-,Nov 20,10.72,0.94%
EMO,-,13.07%,-,-,-,-,-,-,-,-,-,-,-,9.50,-2.96%
NCZ,399.42M,12.99%,-,-,-,-,-,-,-,-,-,-,-,5.22,-1.68%
KCAP,115.22M,12.90%,-,-,-,-,-,-,-,-,-,-,Nov 06/a,3.11,0.31%
CAPL,560.85M,12.90%,1.70%,11.30%,5.30%,0.70,0.50,4.60,4.62,6.80%,1.30%,0.70%,Nov 07/b,16.01,-1.66%
ANH,431.30M,12.79%,0.70%,6.80%,1.10%,-,-,0.07,8.00,33.70%,28.10%,22.40%,Nov 08/a,4.35,-0.68%
SBR,554.04M,12.76%,583.50%,822.60%,755.00%,-,-,0.00,0.00,-,94.40%,94.30%,Nov 20,37.67,-0.87%
EEQ,1.13B,12.64%,-536.80%,-536.80%,-,-,-,0.00,0.00,-,-,-,Aug 30,10.90,-1.62%
EEP,3.62B,12.61%,1.50%,14.40%,12.90%,0.30,-,5.05,5.49,87.60%,43.90%,9.60%,Nov 01/a,10.91,-1.71%
HCLP,720.21M,12.61%,16.80%,24.80%,9.40%,2.70,2.20,0.53,0.53,30.10%,24.10%,22.80%,Oct 30/a,6.74,-5.60%
UNIT,3.41B,12.61%,0.40%,-1.10%,8.70%,0.20,0.20,-,-,-,30.80%,1.60%,Nov 01/a,18.87,-0.89%
MRCC,228.52M,12.52%,1.40%,2.50%,5.20%,-,-,0.86,0.86,58.50%,54.80%,12.20%,Nov 06/a,11.14,-0.36%
CPTA,128.39M,12.48%,-,-,-,-,-,-,-,-,-,-,Nov 05/a,7.90,-1.37%
CMFN,109.55M,12.45%,-,-,-,-,-,-,-,-,-,-,Nov 07/a,8.02,-0.06%
GECC,85.75M,12.42%,-,-,-,-,-,-,-,-,-,-,Nov 13/b,8.00,-0.62%
MARPS,5.80M,12.41%,-,-,-,-,-,-,-,-,-,-,Nov 27/b,3.04,4.83%
IAF,117.35M,12.40%,-,-,-,-,-,-,-,-,-,-,-,5.10,-1.07%
FSIC,1.47B,12.36%,-,-,-,-,-,-,-,-,-,-,Nov 07/a,5.99,-2.52%
SUN,2.20B,12.35%,0.10%,0.60%,4.70%,1.20,0.80,2.94,2.94,8.30%,1.60%,0.00%,Nov 07/a,26.45,-0.97%
AGNC,8.38B,12.31%,1.70%,15.20%,-,-,-,0.03,7.22,60.40%,56.10%,54.60%,Oct 24/a,17.54,0.00%
WMC,484.47M,12.31%,1.30%,13.60%,2.20%,-,-,6.68,6.68,42.80%,31.10%,30.60%,Nov 07/a,9.97,-0.99%
FTF,209.31M,12.31%,-,-,-,-,-,-,-,-,-,-,-,9.27,0.11%
SXCP,602.38M,12.28%,8.50%,25.30%,-2.10%,1.30,0.70,1.43,1.44,29.10%,16.10%,15.70%,Oct 25/b,12.69,-2.61%
ATTO,413.21M,12.16%,-,-,9.40%,1.50,1.50,1.35,1.49,-,-,-,Nov 12/a,5.44,-2.68%
DSE,-,12.10%,-,-,-,-,-,-,-,-,-,-,-,4.80,-3.23%
GLV,77.84M,12.06%,-,-,-,-,-,-,-,-,-,-,-,11.04,-0.63%
OFS,150.82M,12.04%,-,-,-,-,-,-,-,-,-,-,Nov 02/b,11.08,-1.90%
DX,356.89M,12.04%,2.90%,23.60%,1.10%,-,-,0.01,6.67,50.50%,-,93.70%,Oct 31/b,5.97,-0.11%
SACH,61.61M,12.03%,10.60%,14.70%,7.50%,-,-,0.00,0.49,88.30%,74.00%,74.90%,-,4.00,0.25%
BKCC,417.71M,12.02%,-,-,-,-,-,-,-,-,-,-,Oct 31/a,5.95,-0.63%
NLY,13.12B,12.01%,2.90%,23.10%,1.60%,-,-,0.64,6.64,67.40%,61.20%,58.60%,Oct 31/a,9.94,-0.48%
NTG,-,12.00%,-,-,-,-,-,-,-,-,-,-,-,13.82,-1.85%
OXSQ,323.49M,11.99%,-,-,-,-,-,-,-,-,-,-,Oct 30/b,6.65,-0.30%
GMLP,963.13M,11.99%,4.40%,-,10.50%,0.50,0.50,-,-,78.40%,46.60%,28.90%,Dec 10/b,12.96,-4.07%
CPLP,374.39M,11.99%,-1.20%,-1.90%,4.70%,0.50,0.50,0.46,0.52,85.80%,7.10%,-6.50%,Oct 31/b,2.63,-1.50%
GPM,385.43M,11.97%,-,-,-,-,-,-,-,-,-,-,-,7.90,-1.50%
PHK,1.05B,11.96%,-,-,-,-,-,-,-,-,-,-,-,7.96,-1.85%
MTEX,39.89M,11.93%,-,-,-4.20%,1.30,0.90,0.04,0.07,80.30%,-,-,Nov 06/b,16.95,1.16%
TPOR,-,11.92%,-,-,-,-,-,-,-,-,-,-,-,27.81,-6.89%
FEN,385.25M,11.92%,-,-,-,-,-,-,-,-,-,-,-,19.26,-1.08%
SITC,2.09B,11.87%,-5.00%,-15.50%,-3.10%,-,-,1.65,1.65,71.90%,-16.40%,-40.50%,Oct 24/a,11.18,-1.02%
CTR,-,11.86%,-,-,-,-,-,-,-,-,-,-,-,9.52,-2.66%
CBA,-,11.85%,-,-,-,-,-,-,-,-,-,-,-,6.75,0.00%
GLO,299.36M,11.84%,-,-,-,-,-,-,-,-,-,-,-,9.00,-3.12%
CNSL,934.09M,11.82%,1.70%,11.90%,1.70%,0.70,0.70,4.77,4.84,56.30%,1.50%,4.40%,Nov 01/b,12.93,-1.37%
HDLV,-,11.80%,-,-,-,-,-,-,-,-,-,-,-,25.73,-0.47%
SSI,47.97M,11.76%,-7.00%,-18.80%,-5.60%,2.80,0.40,0.91,0.92,23.20%,-3.20%,-3.70%,Nov 20/b,1.69,-0.59%
TPVG,302.91M,11.76%,-,-,-,-,-,-,-,-,-,-,Oct 31/a,12.14,-0.90%
GME,1.33B,11.67%,-0.90%,-2.00%,4.40%,1.50,0.50,0.39,0.39,32.70%,0.80%,-0.50%,Nov 20,12.36,-5.14%
NRZ,6.28B,11.63%,5.10%,23.00%,4.90%,-,-,1.26,3.77,63.30%,54.30%,50.90%,Oct 25/b,16.71,-2.85%
ENLK,4.74B,11.62%,1.30%,4.60%,4.90%,0.80,0.70,1.52,1.68,-,6.00%,1.60%,Nov 06/a,13.15,-2.08%
SFL,1.44B,11.59%,2.80%,7.50%,5.60%,0.50,0.50,0.95,1.54,66.40%,32.80%,23.60%,Nov 20/b,11.91,-1.41%
MCC,188.48M,11.56%,-,-,-,-,-,-,-,-,-,-,Dec 04/b,3.53,2.02%
CHI,691.87M,11.55%,-,-,-,-,-,-,-,-,-,-,-,9.71,-1.60%
VGR,1.95B,11.54%,5.50%,-15.20%,21.00%,1.30,1.10,-,-,30.80%,12.00%,3.90%,Nov 07/b,13.74,-0.88%
PGP,136.17M,11.54%,-,-,-,-,-,-,-,-,-,-,-,12.40,-1.98%
PLYM,62.66M,11.54%,-7.00%,394.10%,-1.10%,0.50,0.50,-,-,64.10%,-15.60%,-53.30%,Nov 13/b,13.10,0.77%
JMLP,-,11.54%,-,-,-,-,-,-,-,-,-,-,-,6.37,-2.00%
GER,-,11.53%,-,-,-,-,-,-,-,-,-,-,-,5.18,-6.67%
SEMG,1.30B,11.48%,-0.80%,-2.60%,2.20%,1.20,1.10,1.68,1.69,27.80%,7.20%,-1.70%,Nov 07/a,16.04,-2.55%
AINV,1.11B,11.47%,-,-,-,-,-,-,-,-,-,-,Oct 30/a,5.20,-0.48%
GOF,-,11.44%,-,-,-,-,-,-,-,-,-,-,-,18.94,-1.12%
GLQ,135.06M,11.43%,-,-,-,-,-,-,-,-,-,-,-,11.71,-4.39%
CEM,-,11.41%,-,-,-,-,-,-,-,-,-,-,-,12.18,-2.17%
IID,-,11.40%,-,-,-,-,-,-,-,-,-,-,-,5.40,-0.74%
BKEPP,-,11.40%,-,-,-,-,-,-,-,-,-,-,-,6.21,-0.32%
SNH,3.26B,11.38%,8.70%,19.90%,3.90%,-,-,1.15,1.15,60.50%,23.90%,57.80%,Nov 06/b,13.68,-0.26%
MFA,3.16B,11.36%,3.00%,9.80%,3.20%,-,-,0.00,2.05,66.50%,54.60%,51.90%,Nov 06/b,7.01,-0.36%
CTL,20.56B,11.35%,2.40%,7.70%,2.90%,0.80,0.80,1.57,1.60,53.40%,12.60%,7.80%,Nov 08/a,18.49,-2.84%
KYN,2.00B,11.32%,-,-,-,-,-,-,-,-,-,-,-,15.46,-2.77%
MRT,236.40M,11.32%,1.90%,3.40%,5.60%,-,-,0.78,0.78,96.60%,44.20%,19.60%,Nov 09/a,7.34,-1.08%
CHY,775.06M,11.29%,-,-,-,-,-,-,-,-,-,-,-,10.47,-1.49%
NEWM,812.24M,11.28%,2.30%,4.50%,2.40%,1.30,1.10,0.55,0.56,-,4.30%,2.10%,Oct 31/b,13.28,-1.41%
IGD,629.06M,11.27%,-,-,-,-,-,-,-,-,-,-,-,6.44,-0.62%
LMRK,330.15M,11.25%,14.40%,33.40%,4.30%,-,-,0.86,0.86,98.40%,63.60%,-,Nov 07/b,13.05,-0.15%
OPP,-,11.23%,-,-,-,-,-,-,-,-,-,-,-,16.00,-0.19%
FEO,64.48M,11.22%,-,-,-,-,-,-,-,-,-,-,-,12.31,-1.36%
CHW,443.14M,11.19%,-,-,-,-,-,-,-,-,-,-,-,7.42,-1.20%
ERC,370.29M,11.17%,-,-,-,-,-,-,-,-,-,-,-,11.26,-0.20%
FGB,-,11.16%,-,-,-,-,-,-,-,-,-,-,-,6.20,-1.12%
ABDC,87.19M,11.16%,-,-,-,-,-,-,-,-,-,-,Nov 05,6.36,-1.32%
RC,459.88M,11.16%,2.30%,11.40%,0.80%,-,-,3.93,0.00,37.30%,10.10%,36.90%,Nov 07/a,14.23,-0.80%
FDUS,342.73M,11.13%,-,-,-,-,-,-,-,-,-,-,Nov 01/a,13.94,-0.54%
CCR,509.40M,11.08%,12.40%,29.00%,12.20%,0.60,0.40,0.83,0.85,-,19.80%,17.40%,Oct 29,18.21,-1.62%
CBL,467.94M,11.07%,-0.60%,-3.00%,5.00%,-,-,3.95,3.95,70.80%,21.00%,-3.70%,Oct 29/a,2.70,-0.37%
MITT,519.62M,11.06%,1.40%,9.30%,-,-,-,0.02,5.31,51.30%,29.20%,33.50%,Nov 07/a,18.00,-0.44%
ANDX,9.24B,11.05%,6.30%,17.30%,9.70%,1.00,1.00,1.18,1.18,35.50%,20.60%,14.80%,Nov 07/b,36.40,-2.41%
IVR,1.70B,11.00%,1.00%,9.90%,1.70%,-,-,0.87,8.45,45.50%,44.40%,31.40%,Nov 12/a,15.15,-0.79%
FEI,-,11.00%,-,-,-,-,-,-,-,-,-,-,-,10.77,-1.28%
TYG,1.28B,10.99%,-,-,-,-,-,-,-,-,-,-,-,23.24,-2.52%
TTP,-,10.98%,-,-,-,-,-,-,-,-,-,-,-,14.52,-2.15%
AWP,468.04M,10.95%,-,-,-,-,-,-,-,-,-,-,-,5.45,-0.55%
NHF,-,10.94%,-,-,-,-,-,-,-,-,-,-,-,21.38,-2.51%
CDMOP,1.34B,10.92%,-,-,-,-,-,-,-,-,-,-,-,23.99,0.00%
QYLD,-,10.91%,-,-,-,-,-,-,-,-,-,-,-,22.55,-1.58%
CYCCP,65.99M,10.91%,-,-,-,-,-,-,-,-,-,-,-,5.31,-3.45%
KMF,-,10.89%,-,-,-,-,-,-,-,-,-,-,-,10.71,-2.81%
ARLP,2.51B,10.89%,17.30%,32.00%,18.80%,1.10,0.80,0.34,0.36,95.20%,20.50%,19.90%,Oct 29/b,19.02,-1.40%
MFD,94.34M,10.86%,-,-,-,-,-,-,-,-,-,-,-,10.93,-1.10%
THW,-,10.85%,-,-,-,-,-,-,-,-,-,-,-,12.76,-1.08%
TNK,297.67M,10.81%,-3.10%,-6.80%,0.10%,1.00,1.00,1.05,1.18,21.40%,-3.40%,-10.70%,Nov 15/b,1.04,-6.33%
APU,3.27B,10.80%,4.50%,24.90%,9.50%,0.80,0.60,3.92,4.20,52.80%,14.20%,6.50%,Nov 12/a,34.98,-0.63%
CIM,3.48B,10.75%,2.60%,15.70%,2.60%,-,-,2.30,5.15,45.10%,50.90%,47.80%,Oct 31/b,18.44,-0.86%
JMF,-,10.72%,-,-,-,-,-,-,-,-,-,-,-,9.04,-3.11%
HCFT,81.93M,10.69%,0.50%,9.00%,0.20%,-,-,0.17,0.17,-45.30%,29.60%,21.90%,Nov 15/a,3.44,-0.58%
EXG,-,10.68%,-,-,-,-,-,-,-,-,-,-,-,8.39,-1.53%
DMO,-,10.65%,-,-,-,-,-,-,-,-,-,-,-,21.37,-0.14%
CCD,-,10.64%,-,-,-,-,-,-,-,-,-,-,-,18.29,-2.74%
NRO,214.34M,10.62%,-,-,-,-,-,-,-,-,-,-,-,4.52,-0.02%
DBD,286.97M,10.61%,-10.60%,-190.90%,-1.40%,1.50,1.00,-,-,21.70%,-6.30%,-11.70%,Oct 31/b,3.40,-9.81%
HRZN,130.43M,10.61%,-,-,-,-,-,-,-,-,-,-,Oct 30/a,11.07,-2.12%
GGT,202.05M,10.60%,-,-,-,-,-,-,-,-,-,-,-,8.20,-1.20%
SIR,1.73B,10.59%,1.60%,3.70%,3.10%,-,-,1.03,1.03,77.80%,26.50%,16.00%,Oct 29/b,19.24,-0.16%
MTBCP,307.80M,10.58%,-,-,-,-,-,-,-,-,-,-,-,25.91,-0.28%
MFV,38.61M,10.54%,-,-,-,-,-,-,-,-,-,-,-,5.46,1.06%
ROYT,73.32M,10.53%,4.90%,4.90%,2.00%,-,-,0.00,0.00,-,82.40%,82.30%,Nov 12,1.86,-2.27%
CIF,44.92M,10.53%,-,-,-,-,-,-,-,-,-,-,-,2.26,-0.88%
FAX,1.01B,10.53%,-,-,-,-,-,-,-,-,-,-,-,3.98,-0.25%
CGO,97.12M,10.49%,-,-,-,-,-,-,-,-,-,-,-,11.27,-1.49%
DHY,236.93M,10.48%,-,-,-,-,-,-,-,-,-,-,-,2.29,-0.22%
IRS,754.69M,10.47%,5.40%,48.10%,11.60%,2.10,2.00,4.84,5.52,40.70%,85.00%,45.30%,Nov 21,13.12,-0.45%
PSEC,2.52B,10.45%,-,-,-,-,-,-,-,-,-,-,Nov 06/a,6.88,-0.22%
AVK,491.57M,10.41%,-,-,-,-,-,-,-,-,-,-,-,13.39,-1.18%
WHF,280.45M,10.40%,-,-,-,-,-,-,-,-,-,-,Nov 06/b,13.42,-1.68%
SHI,7.04B,10.40%,18.20%,26.70%,16.30%,1.60,1.10,0.00,0.05,9.00%,8.50%,8.00%,Nov 20/a,45.70,-0.15%
IEP,12.57B,10.40%,1.80%,10.30%,4.60%,-,-,1.35,1.35,20.40%,1.90%,4.10%,Nov 09/b,65.96,-2.02%
GMZ,-,10.40%,-,-,-,-,-,-,-,-,-,-,-,7.62,-5.72%
VEON,4.88B,10.39%,2.70%,12.40%,4.90%,1.00,0.90,2.09,2.49,76.90%,7.70%,5.40%,Nov 15/b,2.76,-1.08%
FDEU,-,10.39%,-,-,-,-,-,-,-,-,-,-,-,13.77,-1.38%
DKL,758.15M,10.37%,10.50%,37.10%,14.80%,3.70,3.50,4.49,4.49,32.70%,18.20%,9.90%,Nov 06/a,29.44,-3.36%
KNOP,668.20M,10.37%,5.10%,14.90%,5.80%,0.50,0.50,1.61,1.73,79.00%,44.90%,35.80%,Nov 27/b,19.89,-0.85%
HIHO,14.70M,10.37%,7.90%,12.30%,12.20%,2.90,2.40,0.00,0.00,35.80%,9.70%,7.90%,Nov 26/b,3.85,-0.21%
HMLP,562.54M,10.36%,5.10%,14.80%,9.60%,0.80,0.70,1.22,1.34,84.00%,72.10%,37.20%,Nov 29/b,16.86,-0.74%
SZC,-,10.35%,-,-,-,-,-,-,-,-,-,-,-,15.60,-1.52%
LKSD,335.20M,10.34%,-3.30%,-27.80%,3.60%,1.30,1.00,3.06,4.32,14.60%,1.30%,-1.70%,Nov 01/b,9.80,-2.58%
GLP,624.74M,10.34%,2.90%,16.40%,8.20%,1.30,0.70,2.52,3.29,5.00%,1.10%,0.60%,Nov 08/b,18.04,-1.85%
SPH,1.43B,10.34%,2.90%,11.00%,6.20%,1.10,0.70,2.18,2.18,55.80%,10.50%,4.70%,Nov 15/b,23.02,-0.86%
ARR,934.02M,10.34%,1.90%,12.80%,-,-,-,0.00,5.97,62.70%,48.30%,43.70%,Oct 31/a,21.84,-1.00%
FCO,70.93M,10.33%,-,-,-,-,-,-,-,-,-,-,-,8.00,-1.60%
PEI,573.63M,10.32%,-2.50%,-10.70%,0.20%,-,-,2.97,2.97,61.70%,0.60%,-17.10%,Oct 30/a,8.09,-0.61%
REM,-,10.32%,-,-,-,-,-,-,-,-,-,-,-,42.69,-0.79%
EFC,479.26M,10.27%,1.70%,9.40%,1.70%,-,-,0.49,3.24,51.10%,32.30%,45.70%,Nov 07/a,15.76,-1.31%
MIE,-,10.27%,-,-,-,-,-,-,-,-,-,-,-,8.64,-3.61%
