Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price
GLOW,"Glowpoint, Inc.",Technology,Diversified Communication Services,USA,8.11M,1.40,0.17
MDCA,MDC Partners Inc.,Services,Marketing Services,Canada,159.12M,1.52,3.04
SDLP,Seadrill Partners LLC,Basic Materials,Oil & Gas Drilling & Exploration,United Kingdom,302.24M,1.57,3.42
ASPS,Altisource Portfolio Solutions S.A.,Services,Business Services,Luxembourg,428.83M,1.58,24.82
AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment,USA,76.35M,1.59,15.01
CIFS,China Internet Nationwide Financial Services Inc.,Financial,Credit Services,China,41.58M,1.61,2.24
MN,"Manning & Napier, Inc.",Financial,Asset Management,USA,35.15M,1.63,2.02
VNTR,Venator Materials PLC,Basic Materials,Specialty Chemicals,United Kingdom,763.42M,1.69,6.74
EGY,"VAALCO Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,119.81M,1.74,1.87
GMTA,GATX Corporation SR NT 2066,Services,"Specialty Retail, Other",USA,925.42M,1.79,23.82
DAC,Danaos Corporation,Services,Shipping,Greece,228.01M,1.79,1.07
SYPR,"Sypris Solutions, Inc.",Consumer Goods,Auto Parts,USA,26.64M,1.86,1.29
PVL,Permianville Royalty Trust,Basic Materials,Independent Oil & Gas,USA,88.40M,1.91,2.65
FTSI,"FTS International, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,1.32B,2.06,13.04
DLPN,"Dolphin Entertainment, Inc.",Technology,Internet Information Providers,USA,36.00M,2.12,1.69
BHR,"Braemar Hotels & Resorts, Inc.",Financial,REIT - Hotel/Motel,USA,363.10M,2.12,10.27
BDR,"Blonder Tongue Laboratories, Inc.",Technology,Communication Equipment,USA,10.81M,2.14,0.98
MNK,Mallinckrodt Public Limited Company,Healthcare,Drugs - Generic,United Kingdom,2.26B,2.18,26.86
SD,"SandRidge Energy, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,325.44M,2.18,8.93
TYHT,"Shineco, Inc.",Healthcare,Drug Related Products,China,18.02M,2.19,0.80
JE,Just Energy Group Inc.,Utilities,Diversified Utilities,Canada,497.01M,2.22,3.36
AABA,Altaba Inc.,Financial,Asset Management,USA,38.06B,2.23,61.94
DGSE,"DGSE Companies, Inc.",Services,Jewelry Stores,USA,13.93M,2.23,0.51
SPRT,"Support.com, Inc.",Technology,Internet Software & Services,USA,51.11M,2.28,2.74
OSN,"Ossen Innovation Co., Ltd.",Basic Materials,Steel & Iron,China,12.50M,2.38,1.95
LPI,"Laredo Petroleum, Inc.",Basic Materials,Independent Oil & Gas,USA,1.37B,2.47,5.26
TDF,"Templeton Dragon Fund, Inc.",Financial,Closed-End Fund - Foreign,Singapore,606.28M,2.47,17.80
KEN,Kenon Holdings Ltd.,Utilities,Foreign Utilities,Singapore,899.93M,2.48,16.01
KODK,Eastman Kodak Company,Consumer Goods,Electronic Equipment,USA,120.44M,2.51,2.66
HEBT,"Hebron Technology Co., Ltd.",Industrial Goods,Diversified Machinery,China,10.20M,2.51,1.29
FNJN,"Finjan Holdings, Inc.",Technology,Application Software,USA,105.98M,2.53,3.83
RFP,Resolute Forest Products Inc.,Consumer Goods,Paper & Paper Products,Canada,1.28B,2.56,13.69
KLXE,"KLX Energy Services Holdings, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,603.59M,2.58,28.67
INFI,"Infinity Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,131.52M,2.68,2.44
DQ,Daqo New Energy Corp.,Technology,Semiconductor Equipment & Materials,China,322.78M,2.69,25.52
BTI,British American Tobacco p.l.c.,Consumer Goods,Cigarettes,United Kingdom,103.06B,2.73,43.48
EMMS,Emmis Communications Corporation,Services,Broadcasting - Radio,USA,54.38M,2.73,4.16
APF,Morgan Stanley Asia-Pacific Fun,Financial,Closed-End Fund - Foreign,USA,201.41M,2.77,15.48
NBY,"NovaBay Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,22.89M,2.77,1.25
PENN,"Penn National Gaming, Inc.",Services,Resorts & Casinos,USA,2.32B,2.78,23.20
RYAM,Rayonier Advanced Materials Inc.,Basic Materials,Chemicals - Major Diversified,USA,659.32M,2.81,12.99
FAF,First American Financial Corporation,Financial,Property & Casualty Insurance,USA,5.01B,2.81,45.01
SORL,"SORL Auto Parts, Inc.",Consumer Goods,Auto Manufacturers - Major,China,74.55M,2.86,3.99
LIVE,Live Ventures Incorporated,Technology,Internet Information Providers,USA,13.89M,2.87,7.14
EVC,Entravision Communications Corporation,Services,Broadcasting - TV,USA,439.81M,2.89,5.14
HMG,"HMG/Courtland Properties, Inc.",Financial,REIT - Retail,USA,14.00M,2.90,14.35
CEPU,Central Puerto S.A.,Utilities,Electric Utilities,Argentina,14.89B,2.91,10.44
NPO,"EnPro Industries, Inc.",Industrial Goods,Industrial Equipment & Components,USA,1.46B,2.91,71.90
HPJ,"Highpower International, Inc.",Industrial Goods,Industrial Electrical Equipment,China,37.76M,3.02,2.23
GTX,Garrett Motion Inc.,Consumer Goods,Auto Parts,Switzerland,1.11B,3.04,14.97
MDR,"McDermott International, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,1.55B,3.08,8.73
VHI,"Valhi, Inc.",Basic Materials,Chemicals - Major Diversified,USA,722.32M,3.11,2.36
HCC,"Warrior Met Coal, Inc.",Financial,Property & Casualty Insurance,USA,1.38B,3.14,27.25
CARV,"Carver Bancorp, Inc.",Financial,Savings & Loans,USA,16.39M,3.22,4.47
CHMI,Cherry Hill Mortgage Investment Corporation,Financial,REIT - Residential,USA,284.77M,3.28,17.97
CNCE,"Concert Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,345.98M,3.32,14.36
NVFY,"Nova LifeStyle, Inc.",Consumer Goods,Home Furnishings & Fixtures,USA,34.47M,3.34,1.29
VZA,Verizon Communications Inc.,Technology,Telecom Services - Domestic,USA,104.83B,3.37,25.33
CLBS,"Caladrius Biosciences, Inc.",Healthcare,Biotechnology,USA,48.74M,3.38,5.00
MTL,Mechel PAO,Basic Materials,Steel & Iron,Russia,820.40M,3.40,2.73
SBOW,"SilverBow Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,311.44M,3.41,25.86
EMES,Emerge Energy Services LP,Basic Materials,Industrial Metals & Minerals,USA,75.10M,3.42,3.18
ED,"Consolidated Edison, Inc.",Utilities,Electric Utilities,USA,23.68B,3.42,74.42
ASYS,"Amtech Systems, Inc.",Technology,Semiconductor Equipment & Materials,USA,78.99M,3.43,5.00
MU,"Micron Technology, Inc.",Technology,Semiconductor- Memory Chips,USA,47.28B,3.53,40.40
CWH,"Camping World Holdings, Inc.",Financial,REIT - Office,USA,1.78B,3.58,19.03
SURF,"Surface Oncology, Inc.",Healthcare,Biotechnology,USA,201.92M,3.59,8.00
HCLP,Hi-Crush Partners LP,Basic Materials,Industrial Metals & Minerals,USA,610.94M,3.60,6.80
CVIA,Covia Holdings Corporation,Basic Materials,Industrial Metals & Minerals,USA,716.55M,3.63,5.68
BXC,BlueLinx Holdings Inc.,Services,Building Materials Wholesale,USA,244.64M,3.66,25.64
SBGI,"Sinclair Broadcast Group, Inc.",Services,Broadcasting - TV,USA,3.08B,3.73,29.52
REGI,"Renewable Energy Group, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,1.17B,3.77,28.76
ESGRP,Enstar Group Limited,Financial,Insurance Brokers,Bermuda,552.52M,3.81,25.55
THST,"Truett-Hurst, Inc.",Consumer Goods,Beverages - Wineries & Distillers,USA,9.18M,3.82,2.01
TST,"TheStreet, Inc.",Technology,Internet Information Providers,USA,97.71M,3.86,1.95
MTOR,"Meritor, Inc.",Consumer Goods,Auto Parts,USA,1.53B,3.88,16.92
NLY,"Annaly Capital Management, Inc.",Financial,REIT - Diversified,USA,12.92B,3.88,9.74
LCI,"Lannett Company, Inc.",Healthcare,Drugs - Generic,USA,156.57M,3.94,4.24
NTRSP,Northern Trust Corporation,Financial,Asset Management,USA,5.67B,4.00,25.26
DX,"Dynex Capital, Inc.",Financial,REIT - Residential,USA,342.24M,4.02,5.95
SID,Companhia Siderurgica Nacional,Basic Materials,Steel & Iron,Brazil,3.59B,4.05,2.64
JMEI,Jumei International Holding Limited,Services,"Specialty Retail, Other",China,307.05M,4.05,2.14
UTF,"Cohen & Steers Infrastructure Fund, Inc",Financial,Closed-End Fund - Equity,USA,1.84B,4.07,21.45
DXF,Dunxin Financial Holdings Limited,Financial,Credit Services,China,84.93M,4.07,3.75
GAIN,Gladstone Investment Corporation,Financial,Diversified Investments,USA,347.92M,4.07,10.49
TMK,Torchmark Corporation,Financial,Life Insurance,USA,9.63B,4.11,84.71
HNNA,"Hennessy Advisors, Inc.",Financial,Asset Management,USA,96.80M,4.19,12.94
RVT,Royce Value Trust Inc.,Financial,Closed-End Fund - Equity,USA,1.19B,4.25,14.14
ALO,Alio Gold Inc.,Basic Materials,Gold,Canada,65.70M,4.26,0.77
OSB,Norbord Inc.,Services,Building Materials Wholesale,Canada,2.40B,4.30,28.33
BTU,Peabody Energy Corporation,Basic Materials,Industrial Metals & Minerals,USA,4.17B,4.32,34.49
AFGE,"American Financial Group, Inc.",Financial,Property & Casualty Insurance,USA,2.27B,4.32,25.45
NRZ,New Residential Investment Corp.,Financial,REIT - Residential,USA,5.99B,4.33,17.24
FAM,First Trust/Aberdeen Global Opportunity Income Fund,Financial,Closed-End Fund - Debt,USA,117.85M,4.37,9.10
AXL,"American Axle & Manufacturing Holdings, Inc.",Consumer Goods,Auto Parts,USA,1.75B,4.39,11.59
TWO,Two Harbors Investment Corp.,Financial,REIT - Residential,USA,3.68B,4.42,14.73
TURN,180 Degree Capital Corp.,Financial,Asset Management,USA,64.07M,4.44,2.05
FG,FGL Holdings,Financial,Life Insurance,Cayman Islands,1.74B,4.47,7.91
GPOR,Gulfport Energy Corporation,Basic Materials,Independent Oil & Gas,USA,1.71B,4.49,9.13
OPHC,"OptimumBank Holdings, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,6.83M,4.50,4.76
HEES,"H&E Equipment Services, Inc.",Services,Rental & Leasing Services,USA,976.35M,4.50,24.03
SNFCA,Security National Financial Corporation,Financial,Credit Services,USA,85.67M,4.52,5.78
CYD,China Yuchai International Limited,Industrial Goods,Diversified Machinery,Singapore,623.53M,4.62,15.49
ZKIN,"ZK International Group Co., Ltd.",Basic Materials,Steel & Iron,China,32.46M,4.62,2.33
BGR,BlackRock Energy and Resources Trust,Financial,Closed-End Fund - Equity,USA,385.64M,4.65,12.99
GLO,Clough Global Opportunities Fund,Financial,Asset Management,USA,314.83M,4.65,9.74
ALEX,"Alexander & Baldwin, Inc.",Financial,Real Estate Development,USA,1.44B,4.66,21.20
TAIT,Taitron Components Incorporated,Services,Electronics Wholesale,USA,8.90M,4.66,1.65
HX,Hexindai Inc.,Financial,Credit Services,China,382.14M,4.67,7.80
GLQ,Clough Global Equity Fund,Financial,Asset Management,USA,152.60M,4.68,13.71
CIEN,Ciena Corporation,Technology,Communication Equipment,USA,4.56B,4.73,31.94
QD,Qudian Inc.,Technology,Information Technology Services,China,1.50B,4.75,4.70
HABT,"The Habit Restaurants, Inc.",Services,Restaurants,USA,380.72M,4.77,14.80
MXE,Mexico Equity & Income Fund Inc.,Financial,Asset Management,Mexico,78.57M,4.78,11.01
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,Financial,Closed-End Fund - Equity,USA,164.32M,4.78,11.85
STRM,"Streamline Health Solutions, Inc.",Technology,Healthcare Information Services,USA,18.29M,4.79,1.06
SHI,Sinopec Shanghai Petrochemical Company Limited,Basic Materials,Oil & Gas Refining & Marketing,China,7.81B,4.79,45.92
BGI,Birks Group Inc.,Services,Jewelry Stores,Canada,22.94M,4.84,1.17
BOE,BlackRock Enhanced Global Dividend Trust,Financial,Closed-End Fund - Foreign,USA,710.48M,4.85,10.33
PZN,"Pzena Investment Management, Inc",Financial,Asset Management,USA,702.29M,4.85,10.23
MT,ArcelorMittal,Basic Materials,Steel & Iron,Luxembourg,26.55B,4.87,25.52
CNX,CNX Resources Corporation,Basic Materials,Independent Oil & Gas,USA,3.38B,4.90,14.85
RMT,"Royce Micro-Cap Trust, Inc.",Financial,Closed-End Fund - Equity,USA,341.46M,4.92,8.90
PRTS,"U.S. Auto Parts Network, Inc.",Services,"Specialty Retail, Other",USA,44.36M,4.94,1.24
PFSI,"PennyMac Financial Services, Inc.",Financial,Mortgage Investment,USA,521.55M,4.96,20.01
FUND,"Sprott Focus Trust, Inc. - Clos",Financial,Closed-End Fund - Equity,USA,179.83M,4.96,6.88
ADES,"Advanced Emissions Solutions, Inc.",Industrial Goods,Pollution & Treatment Controls,USA,199.90M,4.97,10.07
