Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price
KLXE,"KLX Energy Services Holdings, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,606.95M,2.66,29.84
APF,Morgan Stanley Asia-Pacific Fun,Financial,Closed-End Fund - Foreign,USA,197.74M,2.72,15.06
RYAM,Rayonier Advanced Materials Inc.,Basic Materials,Chemicals - Major Diversified,USA,686.30M,2.76,13.47
SORL,"SORL Auto Parts, Inc.",Consumer Goods,Auto Manufacturers - Major,China,72.62M,2.77,3.80
DQ,Daqo New Energy Corp.,Technology,Semiconductor Equipment & Materials,China,322.00M,2.78,25.00
HMG,"HMG/Courtland Properties, Inc.",Financial,REIT - Retail,USA,13.74M,2.82,13.60
CHMI,Cherry Hill Mortgage Investment Corporation,Financial,REIT - Residential,USA,296.89M,2.86,18.85
LMRK,Landmark Infrastructure Partners LP,Financial,Property Management,USA,315.63M,2.92,12.58
VHI,"Valhi, Inc.",Basic Materials,Chemicals - Major Diversified,USA,729.39M,2.93,2.12
HCLP,Hi-Crush Partners LP,Basic Materials,Industrial Metals & Minerals,USA,606.97M,2.96,6.21
LIVE,Live Ventures Incorporated,Technology,Internet Information Providers,USA,14.53M,2.96,7.30
CEPU,Central Puerto S.A.,Utilities,Electric Utilities,Argentina,15.25B,2.98,10.13
REGI,"Renewable Energy Group, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,908.76M,3.03,25.09
CARV,"Carver Bancorp, Inc.",Financial,Savings & Loans,USA,15.49M,3.05,4.13
HPJ,"Highpower International, Inc.",Industrial Goods,Industrial Electrical Equipment,China,38.37M,3.20,2.36
MU,"Micron Technology, Inc.",Technology,Semiconductor- Memory Chips,USA,43.91B,3.29,37.44
VZA,Verizon Communications Inc.,Technology,Telecom Services - Domestic,USA,103.88B,3.34,25.14
ASYS,"Amtech Systems, Inc.",Technology,Semiconductor Equipment & Materials,USA,73.11M,3.36,4.89
SID,Companhia Siderurgica Nacional,Basic Materials,Steel & Iron,Brazil,3.43B,3.37,2.43
MTL,Mechel PAO,Basic Materials,Steel & Iron,Russia,790.76M,3.39,2.74
CVIA,Covia Holdings Corporation,Basic Materials,Industrial Metals & Minerals,USA,743.03M,3.45,5.58
AXL,"American Axle & Manufacturing Holdings, Inc.",Consumer Goods,Auto Parts,USA,1.36B,3.45,11.66
RYI,Ryerson Holding Corporation,Industrial Goods,Metal Fabrication,USA,336.79M,3.47,8.75
KODK,Eastman Kodak Company,Consumer Goods,Electronic Equipment,USA,161.22M,3.48,3.66
HCC,"Warrior Met Coal, Inc.",Financial,Property & Casualty Insurance,USA,1.32B,3.49,25.10
DX,"Dynex Capital, Inc.",Financial,REIT - Residential,USA,357.53M,3.50,6.01
CWH,"Camping World Holdings, Inc.",Financial,REIT - Office,USA,1.65B,3.52,17.46
TST,"TheStreet, Inc.",Technology,Internet Information Providers,USA,90.29M,3.57,1.83
CLBS,"Caladrius Biosciences, Inc.",Healthcare,Biotechnology,USA,57.40M,3.58,5.13
ED,"Consolidated Edison, Inc.",Utilities,Electric Utilities,USA,24.69B,3.61,79.37
WTI,"W&T Offshore, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,884.89M,3.62,6.27
ALO,Alio Gold Inc.,Basic Materials,Gold,Canada,56.59M,3.67,0.68
GPOR,Gulfport Energy Corporation,Basic Materials,Independent Oil & Gas,USA,1.60B,3.68,9.33
THST,"Truett-Hurst, Inc.",Consumer Goods,Beverages - Wineries & Distillers,USA,9.13M,3.69,1.98
MTOR,"Meritor, Inc.",Consumer Goods,Auto Parts,USA,1.51B,3.72,16.89
JMEI,Jumei International Holding Limited,Services,"Specialty Retail, Other",China,294.01M,3.77,1.94
SBGI,"Sinclair Broadcast Group, Inc.",Services,Broadcasting - TV,USA,3.24B,3.78,31.28
GAIN,Gladstone Investment Corporation,Financial,Diversified Investments,USA,324.29M,3.79,9.88
ESGRP,Enstar Group Limited,Financial,Insurance Brokers,Bermuda,553.38M,3.81,25.79
HX,Hexindai Inc.,Financial,Credit Services,China,325.89M,3.84,6.51
ZKIN,"ZK International Group Co., Ltd.",Basic Materials,Steel & Iron,China,27.56M,3.93,2.08
HNNA,"Hennessy Advisors, Inc.",Financial,Asset Management,USA,95.01M,3.93,12.15
CNX,CNX Resources Corporation,Basic Materials,Independent Oil & Gas,USA,3.07B,3.93,15.25
SBOW,"SilverBow Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,331.89M,3.96,27.89
NTRSP,Northern Trust Corporation,Financial,Asset Management,USA,5.63B,3.97,25.23
NLY,"Annaly Capital Management, Inc.",Financial,REIT - Diversified,USA,13.06B,3.97,10.00
HEES,"H&E Equipment Services, Inc.",Services,Rental & Leasing Services,USA,828.20M,4.03,22.98
SINO,"Sino-Global Shipping America, Ltd.",Services,Air Delivery & Freight Services,USA,15.24M,4.09,1.19
DXF,Dunxin Financial Holdings Limited,Financial,Credit Services,China,83.92M,4.10,4.03
TMK,Torchmark Corporation,Financial,Life Insurance,USA,9.71B,4.13,85.88
SURF,"Surface Oncology, Inc.",Healthcare,Biotechnology,USA,234.07M,4.16,8.17
RVT,Royce Value Trust Inc.,Financial,Closed-End Fund - Equity,USA,1.18B,4.23,14.20
NCMI,"National CineMedia, Inc.",Services,Marketing Services,USA,582.93M,4.28,7.21
OSB,Norbord Inc.,Services,Building Materials Wholesale,Canada,2.39B,4.29,27.56
AFGE,"American Financial Group, Inc.",Financial,Property & Casualty Insurance,USA,2.26B,4.31,25.35
TURN,180 Degree Capital Corp.,Financial,Asset Management,USA,61.77M,4.33,2.01
PFSI,"PennyMac Financial Services, Inc.",Financial,Mortgage Investment,USA,-,4.34,20.69
QD,Qudian Inc.,Technology,Information Technology Services,China,1.46B,4.35,4.27
CYD,China Yuchai International Limited,Industrial Goods,Diversified Machinery,Singapore,620.92M,4.36,14.61
TUSK,"Mammoth Energy Services, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,1.18B,4.38,25.82
MDR,"McDermott International, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,1.68B,4.38,8.19
GLQ,Clough Global Equity Fund,Financial,Asset Management,USA,143.00M,4.39,12.97
PER,SandRidge Permian Trust,Basic Materials,Independent Oil & Gas,USA,114.12M,4.43,2.00
SNFCA,Security National Financial Corporation,Financial,Credit Services,USA,85.61M,4.44,5.70
TECK,Teck Resources Limited,Basic Materials,Industrial Metals & Minerals,Canada,12.03B,4.44,20.62
HEAR,Turtle Beach Corporation,Technology,Communication Equipment,USA,229.05M,4.45,15.28
ZTR,Virtus Global Dividend & Income Fund Inc.,Financial,Closed-End Fund - Equity,USA,240.53M,4.46,9.82
SDR,SandRidge Mississippian Trust II,Basic Materials,Independent Oil & Gas,USA,53.62M,4.51,1.05
OPHC,"OptimumBank Holdings, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,6.36M,4.51,4.45
SHI,Sinopec Shanghai Petrochemical Company Limited,Basic Materials,Oil & Gas Refining & Marketing,China,7.04B,4.54,43.01
BXC,BlueLinx Holdings Inc.,Services,Building Materials Wholesale,USA,229.42M,4.55,24.20
STRM,"Streamline Health Solutions, Inc.",Technology,Healthcare Information Services,USA,17.79M,4.58,0.86
ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,542.86M,4.59,16.20
MXE,Mexico Equity & Income Fund Inc.,Financial,Asset Management,Mexico,75.59M,4.60,10.29
GLO,Clough Global Opportunities Fund,Financial,Asset Management,USA,312.58M,4.62,9.70
BGR,BlackRock Energy and Resources Trust,Financial,Closed-End Fund - Equity,USA,382.96M,4.62,12.84
TX,Ternium S.A.,Basic Materials,Steel & Iron,Luxembourg,6.30B,4.62,30.90
PRTS,"U.S. Auto Parts Network, Inc.",Services,"Specialty Retail, Other",USA,41.18M,4.67,1.14
NRZ,New Residential Investment Corp.,Financial,REIT - Residential,USA,6.37B,4.69,17.65
IMMR,Immersion Corporation,Technology,Application Software,USA,338.85M,4.73,9.00
RMT,"Royce Micro-Cap Trust, Inc.",Financial,Closed-End Fund - Equity,USA,336.46M,4.85,8.76
BOE,BlackRock Enhanced Global Dividend Trust,Financial,Closed-End Fund - Foreign,USA,711.86M,4.86,10.33
PZN,"Pzena Investment Management, Inc",Financial,Asset Management,USA,698.65M,4.89,10.14
TDF,"Templeton Dragon Fund, Inc.",Financial,Closed-End Fund - Foreign,Singapore,585.79M,4.89,17.16
TWO,Two Harbors Investment Corp.,Financial,REIT - Residential,USA,3.50B,4.90,14.29
KRO,"Kronos Worldwide, Inc.",Basic Materials,Specialty Chemicals,USA,1.46B,4.93,12.95
FUND,"Sprott Focus Trust, Inc. - Clos",Financial,Closed-End Fund - Equity,USA,178.79M,4.93,6.87
ALEX,"Alexander & Baldwin, Inc.",Financial,Real Estate Development,USA,1.59B,4.95,21.29
JP,Jupai Holdings Limited,Financial,Asset Management,China,278.89M,4.95,8.38
MT,ArcelorMittal,Basic Materials,Steel & Iron,Luxembourg,25.57B,4.98,24.36
ADES,"Advanced Emissions Solutions, Inc.",Industrial Goods,Pollution & Treatment Controls,USA,200.60M,4.98,10.03
BGI,Birks Group Inc.,Services,Jewelry Stores,Canada,25.82M,5.00,1.28
